Year,Country,BLUE_deforestation,H&C2023_deforestation,OSCAR_deforestation,BLUE_forest-regrowth,H&C2023_forest-regrowth,OSCAR_forest-regrowth,BLUE_wood-harvest,H&C2023_wood-harvest,OSCAR_wood-harvest,FAO_GFED4_peat,LPX-Bern_GFED4_peat,ORCHIDEE-PEAT-full_GFED4_peat,Mean_deforestation,Mean_forest-regrowth,Mean_wood-harvest,Mean_GFED4_peat
1951,CHN,99.8746,89.20645,91.75113,-40.61633,-79.27528,-31.88865,34.17568,0.46085,18.06266,1.00943,67.14379,17.34091,93.61072666666666,-50.59342,17.566396666666666,28.498043333333328
1952,CHN,101.03418,79.45502,89.36576,-40.65879,-79.46241,-32.409,35.53572,0.22505,19.42084,1.00943,64.28106,16.26333,89.95165333333334,-50.8434,18.39387,27.184606666666664
1953,CHN,103.14539,72.33698,86.43933,-40.82188,-79.62575,-34.8692,36.8998,0.00316,19.34256,1.00943,61.48697,17.48734,87.30723333333333,-51.77227666666667,18.748506666666668,26.661246666666667
1954,CHN,106.22868,67.57295,82.85589,-41.21606,-79.75813,-35.87442,38.23308,-0.12568,22.26927,1.00943,61.99579,14.78407,85.55250666666666,-52.28287,20.125556666666665,25.92976333333333
1955,CHN,109.7824,64.05704,82.14235,-41.78447,-79.85093,-39.56245,39.57987,-0.15191,21.13009,1.00943,61.35376,17.6782,85.32726333333333,-53.73261666666667,20.186016666666664,26.680463333333336
1956,CHN,115.70296,60.73251,81.69671,-42.45145,-79.90236,-41.16002,40.95726,-0.17666,23.20464,1.00943,63.20088,15.6116,86.04406,-54.50461000000001,21.328413333333334,26.60730333333333
1957,CHN,119.07718,57.49295,83.04504,-42.69919,-79.91062,-43.94032,42.3773,-0.1999,23.70928,1.00943,63.2987,15.67423,86.53839,-55.51671,21.962226666666663,26.660786666666663
1958,CHN,129.87214,55.24893,86.2252,-43.6317,-79.93226,-48.16619,43.78939,-0.2217,23.1434,1.00943,63.32665,17.98596,90.44875666666668,-57.24338333333333,22.23703,27.44068
1959,CHN,171.78905,54.58017,90.05989,-44.2151,-80.30388,-50.92247,45.23775,-0.24211,24.93583,1.00943,70.70761,20.69469,105.47637000000002,-58.48048333333333,23.31049,30.80391
1960,CHN,113.74026,53.76467,82.16453,-42.83529,-81.2919,-54.31362,46.65675,-0.26117,25.27813,1.00943,7.00921,16.07668,83.22315333333334,-59.48027,23.891236666666668,8.031773333333334
1961,CHN,107.65216,51.86695,77.28999,-41.64206,-82.58298,-57.11897,48.78948,-0.27892,26.99013,1.00943,22.44798,18.13929,78.93636666666667,-60.44800333333333,25.166896666666663,13.865566666666666
1962,CHN,104.26883,48.56731,81.60326,-40.37563,-83.79202,-58.90672,49.71679,-0.29536,27.74658,1.00943,10.88528,15.79675,78.14646666666667,-61.02479,25.722670000000004,9.230486666666666
1963,CHN,100.83748,45.05153,82.72444,-39.12419,-84.61053,-61.73363,50.51904,-0.31034,26.82425,1.00943,12.63355,15.16856,76.20448333333333,-61.82278333333333,25.67765,9.603846666666668
1964,CHN,103.60352,42.98591,86.23066,-37.93279,-85.15959,-62.53592,51.20239,-0.25613,28.88715,1.00943,16.8556,15.30621,77.60669666666666,-61.8761,26.611136666666667,11.05708
1965,CHN,99.02952,41.56097,89.90762,-37.02896,-85.85631,-65.56992,51.63557,-0.09961,27.9308,1.00943,13.99845,16.1256,76.83270333333333,-62.818396666666665,26.488920000000004,10.377826666666666
1966,CHN,96.93522,39.89953,90.74134,-36.1769,-86.63095,-68.40703,51.8924,0.02354,27.35845,1.00943,12.07078,16.73523,75.85869666666666,-63.73829333333333,26.424796666666666,9.93848
1967,CHN,95.58935,37.95959,90.17712,-35.41942,-87.39847,-68.89395,52.02226,0.06518,28.8624,1.00943,11.94811,16.66423,74.57535333333333,-63.90394666666666,26.98328,9.873923333333332
1968,CHN,101.65969,36.2661,95.14809,-34.53959,-87.40372,-71.78925,51.99904,0.16888,27.95497,1.00943,15.04451,17.54348,77.69129333333333,-64.57751999999999,26.70763,11.19914
1969,CHN,102.48281,34.76687,99.78333,-33.70119,-87.73152,-72.71867,51.88289,0.26141,28.87386,1.00943,19.07135,15.72035,79.01100333333333,-64.71712666666667,27.00605333333333,11.93371
1970,CHN,103.43288,33.4356,102.14514,-32.77363,-87.95135,-74.95265,51.74336,0.28228,28.92619,1.00943,23.78615,14.88449,79.67120666666666,-65.22587666666668,26.983943333333333,13.22669
1971,CHN,102.75627,32.66384,103.66874,-31.88116,-88.16198,-78.44505,51.65471,0.46941,27.49639,1.00943,15.34479,15.74029,79.69628333333333,-66.16273,26.540170000000003,10.69817
1972,CHN,109.59843,31.52941,108.46307,-30.98764,-87.82318,-80.37119,51.85005,1.08027,28.23968,1.00943,21.54758,16.59694,83.19697000000001,-66.39400333333333,27.05666666666667,13.051316666666663
1973,CHN,140.01542,30.68394,118.61232,-29.93525,-87.9755,-82.61588,51.9787,1.9228,29.5753,1.00943,32.35095,15.69643,96.43722666666667,-66.84221000000001,27.8256,16.35227
1974,CHN,111.10601,30.08232,117.75842,-31.48548,-87.93995,-83.38802,52.37037,1.45885,30.77952,1.00943,9.45408,15.43967,86.31558333333334,-67.60448333333333,28.20291333333333,8.634393333333334
1975,CHN,124.08659,30.29967,118.37287,-30.33349,-87.84716,-86.6785,53.44737,2.75842,32.53625,1.00943,23.65524,16.77296,90.91971,-68.28638333333333,29.58068,13.812543333333332
1976,CHN,127.14254,29.69489,121.18485,-29.2062,-87.84319,-86.93894,54.6287,3.56039,35.81584,1.00943,20.98783,16.49487,92.67409333333332,-67.99611,31.334976666666662,12.830709999999998
1977,CHN,126.46289,29.08749,123.9468,-28.30465,-88.05286,-90.07014,55.0156,6.24989,36.34127,1.00943,22.75837,16.84185,93.16572666666666,-68.80921666666666,32.53558666666667,13.53655
1978,CHN,124.12913,28.6602,120.6061,-27.38157,-88.38214,-93.24234,54.61269,5.03987,34.12574,1.00943,20.8173,20.88973,91.13181000000002,-69.66868333333333,31.25943333333333,14.23882
1979,CHN,117.12566,28.26748,115.2082,-26.68499,-88.75175,-94.91472,54.25534,3.79825,33.54662,1.00943,18.30578,18.40393,86.86711333333334,-70.11715333333333,30.533403333333336,12.573046666666665
1980,CHN,140.93199,27.90807,116.55574,-25.95712,-89.17214,-95.99041,53.74621,4.21877,33.39457,1.00943,34.28407,17.3526,95.13193333333334,-70.37322333333333,30.45318333333333,17.5487
1981,CHN,279.70417,27.57458,136.7337,-25.33153,-89.63149,-97.80256,53.58428,3.99502,32.16864,1.00943,76.63928,35.40456,148.00415,-70.92186,29.91598,37.684423333333335
1982,CHN,354.67592,27.2733,161.33967,-24.44137,-90.08551,-100.28965,53.52795,4.19279,30.6119,1.00943,87.51595,42.89828,181.0962966666667,-71.60551,29.44421333333333,43.80788666666666
1983,CHN,432.19606,26.99547,176.05991,-22.53285,-90.30219,-100.54314,53.49058,3.61882,31.61763,1.00943,103.67517,51.36788,211.75048,-71.12606,29.575676666666663,52.01749333333333
1984,CHN,477.84735,26.71485,185.58889,-20.34328,-90.3025,-101.28518,53.46745,3.05633,30.50941,1.00943,102.92391,58.65621,230.05036333333337,-70.64365333333333,29.011063333333336,54.19651666666667
1985,CHN,349.26304,26.41927,172.74167,-19.45582,-90.04573,-103.63077,52.3854,3.02577,28.99521,1.00943,38.08799,57.73923,182.80799333333331,-71.04410666666666,28.13546,32.27888333333333
1986,CHN,298.61343,26.09985,150.78772,-18.7911,-89.76672,-106.12277,51.30393,3.54292,26.22717,1.00943,30.92819,70.75403,158.50033333333332,-71.56019666666667,27.024673333333336,34.23055
1987,CHN,289.57897,25.80249,146.73765,-18.28002,-89.47461,-108.37207,50.05944,4.55209,25.31033,1.00943,31.57656,71.21502,154.03970333333334,-72.04223333333333,26.64062,34.600336666666664
1988,CHN,298.78367,25.43607,149.43933,-18.16226,-89.20401,-110.31544,48.55134,4.66964,22.84063,1.00943,37.50468,90.47353,157.88635666666667,-72.56057,25.35387,42.99588
1989,CHN,300.36514,25.00408,153.36428,-18.02183,-89.00803,-111.47949,47.28989,4.73274,21.7904,1.00943,40.07937,90.58501,159.57783333333333,-72.83645,24.604343333333333,43.89127
1990,CHN,281.64319,25.15626,153.67246,-17.33272,-88.81253,-114.35682,45.74889,5.35888,20.61775,1.00943,34.76967,94.64497,153.49063666666666,-73.50069,23.908506666666668,43.47469
1991,CHN,216.48262,25.04111,142.00793,-19.67855,-88.75587,-114.68087,43.79403,4.47653,18.89647,1.00943,6.62363,78.03698,127.84388666666666,-74.37176333333333,22.389010000000003,28.55668
1992,CHN,221.74922,24.70239,124.96895,-19.2967,-89.00516,-114.59838,41.8481,2.67874,17.47448,1.00943,20.27295,88.46705,123.80685333333334,-74.30008,20.667106666666665,36.58314333333333
1993,CHN,230.82033,24.46082,115.53106,-18.45248,-89.3702,-115.19196,40.20911,1.01044,16.70746,1.00907,30.19509,77.16616,123.60407000000002,-74.33821333333333,19.309003333333337,36.12344
1994,CHN,254.33886,24.28031,123.49972,-18.12247,-89.71423,-119.02372,39.12714,0.4352,13.00436,1.00907,47.56677,87.38982,134.03963,-75.62014,17.522233333333332,45.32188666666667
1995,CHN,235.54325,24.10648,121.55532,-17.7365,-89.91784,-119.81002,37.37236,0.04792,11.38534,1.0213,28.4004,79.11609,127.06835,-75.82145333333334,16.268539999999998,36.17926333333333
1996,CHN,247.18752,23.94416,115.20256,-17.06716,-90.03036,-119.77333,36.21197,0.24218,11.45622,1.02357,39.02778,75.85847,128.77808000000002,-75.62361666666668,15.970123333333332,38.636606666666665
1997,CHN,247.54017,23.80222,117.90952,-16.47021,-90.20349,-123.30738,34.90864,1.15315,8.78603,1.02405,39.86601,77.10267,129.75063666666665,-76.66036,14.949273333333332,39.33091
1998,CHN,239.7319,23.67653,125.79575,-17.36322,-90.4086,-127.71612,34.21644,1.31113,6.49547,1.02605,34.88985,61.32139,129.73472666666666,-78.49598,14.00768,32.41243
1999,CHN,207.71657,23.39119,121.66701,-18.07211,-90.62009,-129.69012,32.59303,1.11112,3.51508,1.03058,21.82056,62.90025,117.59159,-79.46077333333334,12.40641,28.583796666666668
2000,CHN,164.1007,23.03277,103.41834,-25.00271,-90.81811,-128.98196,30.43184,0.13124,3.02239,1.03447,2.21166,60.63466,96.85060333333332,-81.60092666666667,11.195156666666668,21.293596666666662
2001,CHN,145.96954,22.65126,92.59542,-29.17156,-91.11505,-133.24597,28.0955,-1.09585,-0.68578,1.03918,1.22999,65.2062,87.07207333333334,-84.51086,8.77129,22.49179
2002,CHN,137.55246,22.2198,88.81759,-39.10762,-91.51649,-136.12196,25.65067,-2.34254,-2.06494,1.03829,2.87169,60.3338,82.86328333333333,-88.91535666666668,7.081063333333334,21.41459333333333
2003,CHN,144.0544,21.7264,89.0787,-40.43908,-92.00338,-138.11392,24.74927,-3.36636,-2.98701,1.03941,10.39093,53.38433,84.95316666666666,-90.18546,6.131966666666666,21.60489
2004,CHN,150.51297,21.71298,93.64551,-39.13754,-92.58686,-143.54156,22.87738,-3.95117,-5.48852,1.04417,19.71728,85.57685,88.62382000000001,-91.75532,4.479229999999999,35.446099999999994
2005,CHN,120.81573,21.94919,88.79564,-51.03176,-93.56183,-145.30415,21.13836,-4.46844,-4.86083,1.04546,6.16598,71.49822,77.18685333333333,-96.63258,3.936363333333333,26.236553333333333
2006,CHN,122.18135,22.08168,85.51376,-49.34377,-94.41414,-152.59998,19.3297,-4.94878,-7.98578,1.04455,14.13225,64.66763,76.59226333333334,-98.78596333333331,2.1317133333333333,26.61481
2007,CHN,113.39848,22.15065,85.43018,-48.40668,-94.87147,-156.13203,19.55117,-5.43142,-8.53849,1.04589,6.71321,57.06655,73.65977,-99.80339333333332,1.86042,21.60855
2008,CHN,109.0393,22.06109,82.32623,-47.26098,-95.01505,-154.02813,20.51509,-5.14904,-0.89093,1.04681,9.2519,54.04581,71.14220666666667,-98.76805333333334,4.82504,21.448173333333333
2009,CHN,105.40472,21.9556,81.25085,-46.10897,-86.46789,-156.21292,21.48037,-2.86956,4.06213,1.04966,17.41498,53.90883,69.53705666666667,-96.26326,7.557646666666667,24.12449
2010,CHN,86.39624,21.885,113.19361,-107.32613,-83.97688,-157.7835,21.76433,0.48436,9.18069,1.04966,7.34553,43.7768,73.82495,-116.36217,10.47646,17.390663333333332
2011,CHN,81.99435,21.61537,114.88729,-104.61929,-87.15154,-165.76014,22.62602,3.57602,7.4495,1.05158,4.5274,60.55391,72.83233666666666,-119.17699,11.21718,22.044296666666668
2012,CHN,77.96122,21.2189,82.86358,-102.64545,-90.78271,-162.85039,22.01319,4.90661,8.68726,1.05215,5.92542,60.29863,60.68123333333333,-118.75951666666668,11.86902,22.4254
2013,CHN,72.36712,21.00171,75.94828,-100.75592,-92.63305,-167.76833,22.14682,5.35623,5.85222,1.05077,5.56435,60.48853,56.439036666666674,-120.38576666666664,11.118423333333334,22.36788333333333
2014,CHN,72.37157,20.81188,82.04267,-98.20846,-93.57021,-168.53291,21.36989,6.40592,6.32238,1.05085,2.55724,60.17972,58.40870666666667,-120.10386,11.366063333333337,21.26260333333333
2015,CHN,91.8529,20.58649,88.14085,-93.45894,-94.03255,-171.10361,20.18583,6.03738,3.21093,1.05085,28.43994,61.66969,66.86008,-119.5317,9.81138,30.386826666666668
2016,CHN,70.02177,20.34927,82.03209,-107.20942,-94.22451,-171.84652,20.02951,3.98032,2.43246,1.05227,4.59311,60.7073,57.46771,-124.42681666666664,8.814096666666666,22.11756
2017,CHN,90.02189,20.10167,82.41925,-102.04737,-94.25464,-175.42668,18.63045,4.06157,1.40752,1.05179,21.79371,61.46311,64.18093666666667,-123.90956333333334,8.03318,28.10287
2018,CHN,151.05296,19.84421,88.04552,-90.04091,-94.12771,-173.35999,19.12233,3.64299,4.63011,1.05177,64.61207,62.61636,86.31423000000001,-119.17620333333332,9.131810000000002,42.76006666666667
2019,CHN,167.68548,19.57029,96.37767,-81.33593,-93.81651,-175.54804,17.89572,4.92807,4.74151,1.06738,44.12516,63.60115,94.54448,-116.90016,9.188433333333334,36.264563333333335
2020,CHN,183.13285,19.27734,103.0748,-73.35248,-93.30451,-174.44237,16.99683,5.26355,4.8679,1.06825,44.39398,63.5518,101.82833,-113.69978666666668,9.04276,36.33801
2021,CHN,197.78191,19.47711,106.35715,-66.00124,-93.30451,-175.57311,16.19113,5.26355,3.84719,1.06825,42.93494,63.58901,107.87205666666668,-111.62628666666669,8.433956666666669,35.864066666666666
2022,CHN,212.25204,19.22579,108.32119,-59.48404,-93.30451,-174.72981,15.56595,5.26355,3.2308,1.06825,42.93494,63.58901,113.26634,-109.17278666666664,8.020100000000001,35.864066666666666
1850,COD,71.17254,26.5047,40.27467,-64.39275,-26.5047,-38.18778,0.00943,-0.02735,-0.02852,0.1294,-0.09738,0.42261,45.98397,-43.02841,-0.0154799999999999,0.1515433333333333
1851,COD,70.23639,26.50469,40.30166,-64.42023,-26.5047,-38.24254,0.02342,-0.02709,-0.02375,0.1294,-0.27999,0.32248,45.68091333333333,-43.055823333333336,-0.00914,0.0572966666666666
1852,COD,68.74941,26.50469,40.20582,-64.39244,-26.5047,-38.25492,0.03998,-0.02683,-0.01841,0.1294,0.71226,0.81235,45.15330666666667,-43.05068666666667,-0.0017533333333333,0.5513366666666667
1853,COD,68.01869,26.50469,40.10113,-64.35889,-26.5047,-38.24962,0.05806,-0.02658,-0.01297,0.1294,0.26859,0.59112,44.87483666666666,-43.03773666666667,0.0061699999999999,0.3297033333333333
1854,COD,67.69246,26.50469,40.01349,-64.32687,-26.5047,-38.24655,0.07692,-0.02633,-0.00773,0.1294,0.51671,0.70078,44.73687999999999,-43.02604,0.0142866666666666,0.4489633333333333
1855,COD,67.77043,26.50469,39.93539,-64.3063,-26.5047,-38.2491,0.09623,-0.02608,-0.00263,0.1294,-0.16281,0.37981,44.73683666666667,-43.02003333333332,0.0225066666666666,0.1154666666666666
1856,COD,67.3413,26.50467,39.83199,-64.26615,-26.5047,-38.25034,0.11572,-0.02584,0.00246,0.1294,0.0323,0.47845,44.55932000000001,-43.00706333333333,0.03078,0.2133833333333333
1857,COD,67.24182,26.50466,39.74349,-64.22921,-26.5047,-38.24555,0.13512,-0.02559,0.0074,0.1294,0.75997,0.82618,44.49665666666667,-42.99315333333333,0.0389766666666666,0.57185
1858,COD,67.13686,26.50466,39.69342,-64.19062,-26.5047,-38.25064,0.15431,-0.02535,0.01213,0.1294,0.62172,0.76378,44.44498000000001,-42.98198666666666,0.0470299999999999,0.5049666666666667
1859,COD,67.39485,26.50472,39.64736,-64.16434,-26.5047,-38.26163,0.17318,-0.02511,0.01665,0.1294,-0.31657,0.30222,44.51564333333334,-42.97689,0.0549066666666666,0.0383499999999999
1860,COD,66.88422,26.50483,39.59361,-64.09919,-26.50471,-38.27003,0.19152,-0.02486,0.02083,0.1294,0.2434,0.57909,44.32755333333333,-42.95797666666667,0.0624966666666666,0.3172966666666666
1861,COD,66.62272,26.50493,39.51073,-64.03355,-26.50472,-38.25915,0.20953,-0.0246,0.02476,0.1294,0.14836,0.52521,44.21279333333334,-42.93247333333334,0.0698966666666666,0.2676566666666666
1862,COD,66.84293,26.50503,39.4456,-63.98631,-26.50473,-38.25153,0.22729,-0.02434,0.02861,0.1294,-0.01572,0.44682,44.264520000000005,-42.91419,0.0771866666666666,0.1868333333333333
1863,COD,66.39223,26.50514,39.37428,-63.91682,-26.50475,-38.24524,0.24465,-0.02408,0.03228,0.1294,-0.21379,0.35275,44.09055,-42.888936666666666,0.0842833333333333,0.0894533333333333
1864,COD,66.60972,26.50525,39.30851,-63.86693,-26.50477,-38.23298,0.26155,-0.02382,0.03537,0.1294,-0.03313,0.44748,44.14115999999999,-42.868226666666665,0.0910333333333333,0.18125
1865,COD,67.05459,26.50579,39.27795,-63.83399,-26.5048,-38.23681,0.2781,-0.02355,0.0382,0.1294,-0.01561,0.45062,44.27944333333334,-42.85853333333333,0.0975833333333333,0.1881366666666666
1866,COD,67.03434,26.50668,39.21709,-63.79342,-26.50487,-38.24172,0.29425,-0.02324,0.0411,0.1294,-0.41679,0.25706,44.25270333333333,-42.84667,0.1040366666666666,-0.01011
1867,COD,66.8574,26.50731,39.15472,-63.74392,-26.50499,-38.23679,0.30976,-0.02286,0.04373,0.1294,0.44316,0.67283,44.173143333333336,-42.82856666666667,0.1102099999999999,0.41513
1868,COD,66.39917,26.50735,39.09499,-63.67793,-26.50512,-38.22552,0.32525,-0.02248,0.04627,0.1294,-0.3309,0.29551,44.00050333333333,-42.80285666666666,0.1163466666666666,0.0313366666666666
1869,COD,66.4425,26.50658,39.02192,-63.62379,-26.50522,-38.20746,0.33999,-0.02213,0.04858,0.1294,-0.38326,0.2631,43.99033333333333,-42.77882333333333,0.1221466666666666,0.00308
1870,COD,66.31532,26.50639,38.97066,-63.54889,-26.50524,-38.1877,0.35456,-0.02189,0.05066,0.1294,-0.18282,0.37972,43.93079,-42.74727666666666,0.1277766666666666,0.1087666666666666
1871,COD,66.18894,26.50707,38.92192,-63.47597,-26.50527,-38.15823,0.36891,-0.02163,0.05267,0.1294,0.18172,0.55593,43.872643333333336,-42.71315666666667,0.1333166666666666,0.2890166666666666
1872,COD,66.22951,26.50714,38.87572,-63.41016,-26.50539,-38.12993,0.38278,-0.02127,0.05443,0.1294,-0.03415,0.45005,43.87079,-42.681826666666666,0.1386466666666666,0.1817666666666666
1873,COD,66.27643,26.50603,38.82799,-63.34857,-26.50549,-38.10664,0.39645,-0.02094,0.05604,0.1294,0.29461,0.61717,43.87015,-42.65356666666667,0.14385,0.34706
1874,COD,66.05265,26.50469,38.76617,-63.27807,-26.50553,-38.07916,0.40973,-0.02073,0.05752,0.1294,0.01754,0.46885,43.774503333333335,-42.620920000000005,0.14884,0.2052633333333333
1875,COD,65.86642,26.50304,38.70154,-63.20544,-26.50561,-38.04443,0.42267,-0.02052,0.0588,0.1294,0.35629,0.62732,43.690333333333335,-42.58516,0.15365,0.3710033333333333
1876,COD,65.90167,26.5013,38.6169,-63.14006,-26.50571,-38.00704,0.43517,-0.02031,0.05986,0.1294,0.11557,0.51402,43.67329,-42.550936666666665,0.15824,0.2529966666666667
1877,COD,66.08903,26.49957,38.55014,-63.08403,-26.5058,-37.97094,0.44726,-0.02011,0.06071,0.1294,0.1798,0.5515,43.712913333333326,-42.52025666666667,0.16262,0.2869
1878,COD,65.66743,26.49815,38.49634,-63.00807,-26.50587,-37.93426,0.45897,-0.01992,0.06137,0.1294,-0.13334,0.39109,43.553973333333325,-42.48273333333333,0.1668066666666666,0.12905
1879,COD,66.82274,26.49726,38.49751,-62.99271,-26.50592,-37.90787,0.47066,-0.0198,0.06208,0.1294,-0.04559,0.43637,43.93917,-42.468833333333336,0.17098,0.1733933333333333
1880,COD,66.1309,26.49434,38.50609,-62.90479,-26.50607,-37.89422,0.48167,-0.01943,0.06256,0.1294,-0.06984,0.43031,43.71044333333333,-42.435026666666666,0.1749333333333333,0.16329
1881,COD,65.86798,26.4893,38.44423,-62.82003,-26.50635,-37.84625,0.49269,-0.01906,0.06291,0.1294,-0.20362,0.35941,43.600503333333336,-42.39087666666666,0.1788466666666666,0.0950633333333333
1882,COD,65.93886,26.48537,38.39727,-62.74838,-26.50658,-37.80131,0.5032,-0.01873,0.06329,0.1294,0.40893,0.6604,43.60716666666667,-42.35209,0.1825866666666666,0.3995766666666666
1883,COD,65.94425,26.48437,38.34421,-62.67905,-26.50663,-37.75648,0.51369,-0.0184,0.06401,0.1294,0.0873,0.50497,43.590943333333335,-42.31405333333333,0.1864333333333333,0.2405566666666666
1884,COD,66.28727,26.48727,38.3111,-62.62804,-26.50643,-37.71618,0.52374,-0.01809,0.06471,0.1294,0.33284,0.62078,43.695213333333335,-42.28355,0.1901199999999999,0.3610066666666666
1885,COD,65.75429,26.48778,38.26519,-62.54801,-26.50628,-37.68168,0.53358,-0.0178,0.06499,0.1294,0.30344,0.6009,43.50242,-42.24532333333333,0.19359,0.3445799999999999
1886,COD,66.28229,26.48361,38.23393,-62.50316,-26.50639,-37.64637,0.54277,-0.01753,0.06504,0.1294,0.19603,0.54072,43.66661,-42.21864,0.1967599999999999,0.2887166666666667
1887,COD,65.76332,26.48167,38.2058,-62.4274,-26.50641,-37.61465,0.55216,-0.01721,0.0652,0.1294,0.42078,0.65774,43.48359666666667,-42.18282,0.20005,0.40264
1888,COD,65.75978,26.49379,38.13578,-62.36191,-26.50608,-37.57054,0.56094,-0.01683,0.06536,0.1294,0.45577,0.67942,43.46311666666667,-42.14617666666667,0.2031566666666666,0.42153
1889,COD,65.89792,26.55316,38.09085,-62.3057,-26.50579,-37.53462,0.56917,-0.01652,0.06513,0.1294,-0.04365,0.4404,43.51397666666666,-42.115370000000006,0.2059266666666666,0.1753833333333333
1890,COD,65.98462,26.61475,38.10998,-62.2229,-26.50803,-37.49366,0.57732,-0.0136,0.06475,0.1294,-0.5274,0.20854,43.56978333333333,-42.07486333333333,0.20949,-0.0631533333333333
1891,COD,66.10758,26.66353,38.10523,-62.15033,-26.51182,-37.44019,0.58509,-0.00886,0.06443,0.1294,-0.27904,0.32905,43.62544666666667,-42.03411333333333,0.2135533333333333,0.0598033333333333
1892,COD,66.435,26.72002,38.09889,-62.09375,-26.51565,-37.3868,0.59276,-0.00377,0.0644,0.1294,0.69097,0.79788,43.75130333333334,-41.99873333333333,0.2177966666666666,0.5394166666666667
1893,COD,66.28354,26.79448,38.16788,-62.02615,-26.52048,-37.34646,0.60009,0.00292,0.06468,0.1294,-0.01959,0.44953,43.74863333333334,-41.96436333333333,0.2225633333333333,0.1864466666666666
1894,COD,66.06101,26.91859,38.23328,-61.95395,-26.52729,-37.30623,0.60713,0.01224,0.06526,0.1294,-0.31585,0.29563,43.73762666666666,-41.92915666666666,0.22821,0.0363933333333333
1895,COD,65.75751,27.10677,38.26021,-61.87473,-26.53711,-37.25948,0.6137,0.0238,0.06616,0.1294,0.45674,0.68493,43.70816333333333,-41.890440000000005,0.2345533333333333,0.4236899999999999
1896,COD,65.98746,27.30766,38.28169,-61.8143,-26.55031,-37.21074,0.62003,0.03589,0.0677,0.1294,0.08519,0.50781,43.858936666666665,-41.85845,0.2412066666666666,0.2408
1897,COD,66.03723,27.49798,38.2727,-61.75541,-26.56607,-37.16452,0.62619,0.04772,0.06944,0.1294,0.18303,0.55128,43.93597,-41.82866666666666,0.2477833333333333,0.2879033333333333
1898,COD,65.74658,27.66274,38.29736,-61.68329,-26.58366,-37.10901,0.63193,0.05891,0.07091,0.1294,-0.31044,0.30293,43.90222666666667,-41.791986666666666,0.2539166666666667,0.0406299999999999
1899,COD,65.94622,27.79082,38.39321,-61.6267,-26.60237,-37.06519,0.63732,0.06982,0.07233,0.1294,-0.19456,0.3692,44.043416666666666,-41.76475333333334,0.2598233333333333,0.1013466666666666
1900,COD,66.51925,27.9647,38.54606,-61.5514,-26.62163,-37.03077,0.64222,0.08053,0.07367,0.1294,0.10947,0.52359,44.343336666666666,-41.7346,0.2654733333333333,0.2541533333333333
1901,COD,66.49622,28.19752,38.74918,-61.47108,-26.64368,-37.06448,0.64776,0.09121,0.07399,0.1294,0.24629,0.5801,44.48097333333333,-41.72641333333333,0.2709866666666666,0.3185966666666666
1902,COD,67.46083,28.39096,38.81739,-61.43874,-26.66947,-37.0749,0.65255,0.10197,0.07455,0.1294,0.0679,0.49577,44.88972666666666,-41.72770333333333,0.2763566666666666,0.2310233333333333
1903,COD,66.83566,28.49542,38.85929,-61.36291,-26.69666,-36.99944,0.6571,0.11283,0.0769,0.1294,0.08907,0.50448,44.73012333333333,-41.68633666666667,0.2822766666666667,0.2409833333333333
1904,COD,66.82358,28.48426,38.88571,-61.29914,-26.72309,-36.91401,0.66109,0.12385,0.07914,0.1294,0.70287,0.79971,44.73118333333334,-41.64541333333333,0.2880266666666666,0.5439933333333333
1905,COD,66.8645,28.49999,38.93545,-61.24035,-26.74631,-36.8604,0.66486,0.13503,0.08144,0.1294,0.35564,0.64477,44.76664666666667,-41.61568666666667,0.2937766666666666,0.3766033333333333
1906,COD,66.37423,28.60303,38.8814,-61.16106,-26.7689,-36.70226,0.66835,0.14638,0.08595,0.1294,0.14109,0.52653,44.61955333333333,-41.54407333333333,0.3002266666666666,0.2656733333333334
1907,COD,67.10668,28.67162,38.8528,-61.1261,-26.79366,-36.64661,0.67146,0.15795,0.0888,0.1294,-0.0326,0.43976,44.87703333333334,-41.52212333333333,0.30607,0.1788533333333333
1908,COD,67.23942,28.65494,38.84396,-61.08622,-26.81821,-36.73429,0.67405,0.16977,0.08866,0.1294,0.18442,0.54423,44.91277333333333,-41.54624,0.3108266666666666,0.2860166666666666
1909,COD,66.65846,28.54862,38.94572,-61.01766,-26.84016,-36.68561,0.67624,0.17922,0.09325,0.1294,0.28113,0.59947,44.7176,-41.51447666666667,0.3162366666666666,0.3366666666666666
1910,COD,67.74659,28.43572,39.04843,-60.94553,-26.85727,-36.63051,0.67789,0.18723,0.09716,0.1294,0.38956,0.65624,45.07691333333333,-41.47777,0.32076,0.3917333333333333
1911,COD,67.96494,28.37662,39.18129,-60.87542,-26.8706,-36.61731,0.67967,0.19535,0.10068,0.1294,-0.04222,0.44112,45.174283333333335,-41.45444333333334,0.3252333333333333,0.1761
1912,COD,68.15377,28.318,39.27854,-60.81532,-26.88236,-36.64522,0.68128,0.20261,0.10425,0.1294,-0.3102,0.31563,45.25010333333333,-41.44763333333333,0.32938,0.0449433333333333
1913,COD,68.15627,28.23726,39.11484,-60.75472,-26.89211,-36.58568,0.68261,0.20804,0.10824,0.1294,1.03231,0.97377,45.16945666666667,-41.41083666666666,0.3329633333333333,0.7118266666666667
