Year,Country,Population,Deforestation,Harvest,PerCap-Territorial,PerCap-Consumption,Total-Territorial,Total-Consumption,Population-Increase,Deforestation-Increase,Harvest-Increase,PerCap-Territorial-Increase,Total-Territorial-Increase
2004,BRA,184722.043,506.6458866666667,50.13798,0.534016672038549,0.497012654478196,98644.65065502175,91809.19293206546,242.36088207660708,319.77307848932395,392.76140306047233,437.0093668241167,1738.5100050930487
2005,BRA,186797.334,460.88406,48.567146666666666,0.532375015718662,0.511393285877869,99446.23362445415,95526.90242748578,246.2071932465504,281.8578730910416,377.3230858943741,435.35851046129955,1753.4496728746046
2006,BRA,188820.682,431.55138333333326,45.93354,0.533174642189455,0.51924450024742,100674.39956331886,98044.100661467,249.95723409050066,257.55476847943805,351.43971930928075,436.1626181366969,1776.3398686583973
2007,BRA,190779.453,416.3709733333333,46.32919999999999,0.558746934334782,0.56217006126242,106597.43449781662,107250.49678062098,253.58758895478766,244.9772905878183,355.3283078949178,461.8782205368633,1886.731652858359
2008,BRA,192672.317,402.9926699999999,45.931286666666665,0.584513350118254,0.627809187745698,112619.54148471623,120961.45083685165,257.09579283866873,233.89291840008525,351.4175733094838,487.7890344678006,1998.9699128515485
2009,BRA,194517.549,386.04996,44.59404666666666,0.546889678000165,0.58063469243255,106379.63973799131,112943.63723634847,260.5157163350539,219.85531596055137,338.27503628209274,449.9545146866004,1882.6724581393669
2010,BRA,196353.492,360.23206,44.3399,0.611961376653842,0.673890166153339,120160.75327510915,132320.68734866832,263.91842374730567,198.46432148424594,335.77725579612576,515.3908831033121,2139.520801674198
2011,BRA,198185.302,335.28826,47.36942666666666,0.637030086116073,0.715018506211792,126249.99999999994,141706.15858917288,267.31347112341524,177.79754812087918,365.5517662745252,540.6000806813958,2253.010392370233
2012,BRA,199977.707,325.0167666666667,50.50062333333333,0.680082628554296,0.755267094662088,136001.36462882083,151036.58176307628,270.6354859023364,169.28727202728751,396.3255003325176,583.8938948364146,2434.753460183358
2013,BRA,201721.767,322.19918,51.40033666666667,0.720351559877277,0.799772399021701,145310.58951965062,161331.5015284866,273.86789883095764,166.95280714737171,405.16797871887366,624.38849817883,2608.256057514322
2014,BRA,203459.65,323.86628666666667,49.77433,0.748382083467454,0.821383882664662,152265.55676855898,167118.4772825932,277.0888634065061,168.33406083175652,389.1874121612989,652.5761082537133,2737.8806928828444
2015,BRA,205188.205,335.00168333333335,46.48192,0.704105150938875,0.729088548011109,144474.07205240184,149600.37045245577,280.29253961594435,177.56010975859164,356.82925630718734,608.0510423764256,2592.6652908304754
2016,BRA,206859.578,333.56871666666666,42.47280333333333,0.650120365488459,0.643685529461576,134483.6244541484,133152.51698912817,283.3902356205248,176.3728489026972,317.4272310620579,553.7637195814343,2406.466264904768
2017,BRA,208504.96,315.4878133333333,44.91142666666666,0.650714628353299,0.652537940488351,135677.22755621947,136057.397180006,286.43976032112033,161.392215182296,341.3942806972713,554.3613127680975,2428.7122886951724
2018,BRA,210166.592,287.40146333333337,47.79568666666666,0.620736797893531,0.621168101864808,130458.13734227618,130548.78302803554,289.5194025119915,138.1217339382917,369.7410949165757,524.2154828776055,2331.440419292191
2019,BRA,211782.878,324.62846,48.85427000000001,0.610156169473736,0.614152502435862,129220.62960060354,130066.98449676886,292.5150011512295,168.96554695430407,380.14496456967646,513.5755593212391,2308.376113733424
2020,BRA,213196.304,312.12417,47.58487333333333,0.569037460965101,0.547350953715288,121316.68351530381,116693.20032297446,295.13462230878685,158.60532407327497,367.6691990420872,472.22641653782154,2161.064689737826
2021,BRA,214326.223,312.80075000000005,47.73543,0.633148930369695,0.58860030505844,135700.4188426267,126152.48023982323,297.22879612384753,159.16589325368005,369.14888598413745,536.697174463221,2429.144521074805
2022,BRA,215313.498,317.52540666666664,47.40724,0.612843208310631,,131953.41490690463,,299.05859582919277,163.08042947309,365.9233997385724,516.2776566526285,2359.308963047033
1950,BRB,210.548,0.0434233333333333,3.333333333333333e-05,0.0949902160077512,,20.0,,0.0,0.0,0.0,0.0,0.0
1951,BRB,215.43,0.0467599999999999,5e-05,0.139256370978972,,29.99999999999994,,2.318711172749209,7.68404083825885,50.000000000000036,46.60075198440298,49.9999999999997
1952,BRB,219.469,0.04789,3.6666666666666666e-05,0.109354851938087,,24.000000000000014,,4.237038585025739,10.286328394872278,10.000000000000014,15.122226829301704,20.00000000000007
1953,BRB,222.73,0.0476533333333333,3.6666666666666666e-05,0.134692228258429,,29.99999999999989,,5.78585405703212,9.74130651723344,10.000000000000014,41.79589637677854,49.99999999999945
1954,BRB,225.309,0.04665,3.3333333333333335e-05,0.137588822461597,,30.99999999999996,,7.010752892452075,7.430720810624164,2.032879073410321e-14,44.84525695822163,54.9999999999998
1955,BRB,227.32,0.0451099999999999,4.333333333333334e-05,0.15396797466127,,34.99999999999989,,7.965879514410011,3.884240423735169,30.000000000000043,62.088245644905356,74.99999999999946
1956,BRB,228.615,0.0434066666666666,4.666666666666667e-05,0.153095816110054,,34.99999999999999,,8.580941163060208,-0.038381822369001777,40.000000000000036,61.17008945169823,74.99999999999997
1957,BRB,229.458,0.0413366666666666,3e-05,0.161249553295156,,36.99999999999991,,8.981324923532874,-4.80540416058963,-9.999999999999984,69.75385473594253,84.99999999999955
1958,BRB,230.35,0.0391866666666666,4e-05,0.17799001519427,,41.00000000000009,,9.404981286927443,-9.756659246181096,20.00000000000003,87.37720859561578,105.00000000000047
1959,BRB,231.404,0.03567,1.6666666666666667e-05,0.177179305457123,,41.000000000000085,,9.905579725288293,-17.85522376602435,-49.999999999999986,86.52374202693164,105.00000000000043
1960,BRB,232.55,0.0301933333333333,2.3333333333333336e-05,0.202107073747581,,46.999999999999964,,10.449873663012713,-30.46749059645354,-29.999999999999982,112.76620081702842,134.99999999999983
1961,BRB,233.698,0.0221666666666666,2.666666666666667e-05,0.226788419241928,,53.00000000000009,,10.995117502897205,-48.95217624932844,-19.99999999999998,138.7492404727473,165.00000000000045
1962,BRB,234.829,0.0197,5.666666666666667e-05,0.302347665748268,,71.00000000000003,,11.532287174421036,-54.63268595992935,70.00000000000004,218.29348163983164,255.00000000000017
1963,BRB,235.875,0.0159799999999999,9.666666666666668e-05,0.220455749867515,,52.00000000000011,,12.029086004141574,-63.19950871267388,190.00000000000006,132.08258611552773,160.00000000000054
1964,BRB,236.834,0.0127633333333333,5.666666666666667e-05,0.206895969328728,,48.99999999999997,,12.48456408989874,-70.60720042987646,70.00000000000004,117.80766275112511,144.99999999999986
1965,BRB,237.694,0.0103966666666666,6.666666666666667e-05,0.235597028111774,,56.00000000000001,,12.893022018732065,-76.05741920626406,100.00000000000004,148.02241537438894,180.00000000000003
1966,BRB,238.494,0.0085799999999999,0.0001066666666666,0.306087364881297,,73.00000000000004,,13.272982882763074,-80.24103784447706,219.99999999980005,222.2304125051366,265.0000000000002
1967,BRB,239.238,0.0074833333333333,7.666666666666667e-05,0.384554293214289,,92.00000000000007,,13.626346486311908,-82.76656175635225,130.00000000000006,304.8356866384106,360.00000000000034
1968,BRB,239.905,0.0066333333333333,5.666666666666667e-05,0.500197995039703,,119.99999999999994,,13.94313885669776,-84.7240346971675,70.00000000000004,426.5784372980969,499.9999999999997
1969,BRB,240.594,0.00596,7.333333333333333e-05,0.54448573114874,,130.99999999999994,,14.270380150844458,-86.27466032087202,120.00000000000001,473.2019086095245,554.9999999999998
1970,BRB,241.397,0.00568,7.333333333333333e-05,0.484678765684743,,116.9999999999999,,14.651765868115579,-86.91947493667,120.00000000000001,410.2407237869563,484.99999999999955
1971,BRB,242.35,0.0055766666666666,3.6666666666666666e-05,0.544666804208789,,132.0,,15.104394247392513,-87.15744223535748,10.000000000000014,473.39253146276053,560.0
1972,BRB,243.458,0.0053666666666666,4.666666666666667e-05,0.562725398220638,,137.00000000000009,,15.630640044075458,-87.64105319720595,40.000000000000036,492.4035357227945,585.0000000000005
1973,BRB,244.643,0.00503,2e-05,0.535474139869115,,130.9999999999999,,16.193457073921387,-88.4163660090581,-39.999999999999986,463.71504600581204,554.9999999999994
1974,BRB,245.851,0.0045,2.6666666666666663e-05,0.545045576385697,,133.99999999999997,,16.767197978608202,-89.63690796038996,-20.0,473.7912800842786,569.9999999999999
1975,BRB,247.09,0.0042433333333333,4.666666666666667e-05,0.627301792868995,,154.99999999999997,,17.355662366776222,-90.22798802487148,40.000000000000036,560.3856894249059,674.9999999999998
1976,BRB,248.359,0.00392,3.6666666666666666e-05,0.583832275053451,,145.00000000000006,,17.958375287345408,-90.97259537882859,10.000000000000014,514.62358923977,625.0000000000002
1977,BRB,249.663,0.0036733333333333,2.6666666666666663e-05,0.644869283794555,,161.0,,18.577711495715945,-91.54064634988876,-20.0,578.8796898218798,705.0
1978,BRB,251.009,0.0035266666666666,2e-05,0.685234393985873,,172.0,,19.216995649448098,-91.87840638673539,-39.999999999999986,621.3736559246879,760.0
1979,BRB,252.334,0.0032199999999999,3e-05,0.649932232675739,,163.99999999999991,,19.846305830499457,-92.5846319183237,-9.999999999999984,584.2096586270574,719.9999999999995
1980,BRB,253.575,0.0023233333333333,2e-05,0.72562358276644,,184.00000000000003,,20.43572012082755,-94.64957396177176,-39.999999999999986,663.892970521542,820.0000000000001
1981,BRB,254.684,0.0019033333333333,2.666666666666667e-05,0.734243219047918,,186.99999999999994,,20.96244086859053,-95.61679588546872,-19.99999999999998,672.9672064205052,834.9999999999998
1982,BRB,255.642,0.0016566666666666,3.3333333333333335e-05,0.68846277215794,,176.0000000000001,,21.41744400326766,-96.1848468565289,2.032879073410321e-14,624.7722987615498,780.0000000000006
1983,BRB,256.505,0.00149,2e-05,0.729030623184733,,186.99999999999994,,21.827326785341107,-96.56866508021801,-39.999999999999986,667.4796982514958,834.9999999999998
1984,BRB,257.279,0.0013099999999999,4.666666666666667e-05,0.792424822532112,,203.87426591623924,,22.194938921291104,-96.98318876180264,40.000000000000036,734.2173076724556,919.3713295811963
1985,BRB,257.911,0.0011933333333333,4.333333333333334e-05,0.894945531579227,,230.81629699513002,,22.4951080038756,-97.25186151838497,30.000000000000043,842.1449589147155,1054.08148497565
1986,BRB,258.37,0.0010633333333333,4.666666666666667e-05,0.966978532881223,,249.8382435405216,,22.71311054961339,-97.5512397328626,40.000000000000036,917.9769807053788,1149.191217702608
1987,BRB,258.654,0.0010066666666666,4.333333333333334e-05,0.992973613661627,,256.83659706803445,,22.847996656344392,-97.68173792891702,30.000000000000043,945.3430420461412,1184.1829853401723
1988,BRB,258.762,0.0009266666666666,7.000000000000001e-05,0.996501990926923,,257.85684817623246,,22.899291372988582,-97.86597067628784,110.00000000000006,949.057505928409,1189.2842408811623
1989,BRB,258.759,0.00088,5.333333333333334e-05,1.04281507130714,,269.83778503636427,,22.897866519748472,-97.9734397789207,60.00000000000004,997.8131381678786,1249.1889251818213
1990,BRB,258.868,0.0020766666666666,7.666666666666667e-05,1.34451871701126,,348.05287123527086,,22.949636187472684,-95.21762493283195,130.00000000000006,1315.4286341464338,1640.2643561763543
1991,BRB,259.402,0.0022866666666666,0.0001,1.49211060114927,,387.05647415932293,,23.203260064213378,-94.73401397098348,200.00000000000006,1470.8045142538826,1835.2823707966145
1992,BRB,260.212,0.0021166666666666,0.0001166666666666,1.42836443918018,,371.677567447953,,23.587970439044774,-95.12550855914654,249.99999999980002,1403.6963797025428,1758.3878372397648
1993,BRB,260.995,0.0018833333333333,0.0001066666666666,1.14701880027868,,299.3661717787341,,23.959857134715126,-95.66285407231143,219.99999999980005,1107.5125718053775,1396.8308588936704
1994,BRB,261.712,0.00175,0.0001533333333333,1.2133805111851,,317.55624034327485,,24.300397059102906,-95.96990865126276,359.99999999990007,1177.3741993450021,1487.7812017163742
1995,BRB,262.303,0.0013933333333333,0.0001833333333333,1.33491260944718,,350.1515821958236,,24.581093147405813,-96.79127964995786,449.99999999990007,1305.3159004694242,1650.7579109791182
1996,BRB,262.793,0.00113,0.0001933333333333,1.39063460147302,,365.44903882489933,,24.81381917662481,-97.39771244338681,479.99999999990007,1363.976670354707,1727.2451941244967
1997,BRB,263.224,0.00155,0.0001166666666666,1.59720446966706,,420.42254932364216,,25.0185230921215,-96.43049051968987,249.99999999980002,1581.4410333973008,2002.1127466182108
1998,BRB,263.642,0.0010266666666666,0.0001633333333333,1.62747511603937,,429.07079454285156,,25.21705264357771,-97.63567974207432,389.99999999990007,1613.308153659286,2045.3539727142577
1999,BRB,264.17,0.0013233333333333,0.00012,1.7082291759206,,451.262901402945,,25.46782681383818,-96.95248330390734,260.00000000000006,1698.3211826586526,2156.314507014725
2000,BRB,264.657,0.0036466666666666,0.0001266666666666,1.80346307347833,,477.2991266375543,,25.69912798981704,-91.60205726567912,279.9999999998001,1798.5777159735771,2286.4956331877715
2001,BRB,265.377,0.0030566666666666,0.00017,1.69887667265748,,450.8427947598241,,26.041092767444958,-92.96077377753912,410.0000000000001,1688.4754283734355,2154.21397379912
2002,BRB,266.455,0.0042966666666666,0.0001133333333333,1.69782144489853,,452.39301310043777,,26.55309003172672,-90.105166193291,239.99999999990007,1687.3645479024783,2161.9650655021887
2003,BRB,267.499,0.0035866666666666,0.0001366666666666,1.73397311127872,,463.83607329394636,,27.048938959287206,-91.74023182620725,309.99999999980014,1725.4228531675597,2219.180366469732
2004,BRB,268.505,0.0050233333333333,0.0001766666666666,1.74851386811123,,469.4847161572058,,27.52673974580618,-88.43171873800576,429.99999999980014,1740.7304895154161,2247.423580786029
2005,BRB,269.477,0.0055999999999999,0.0001366666666666,1.78505240775869,,481.03056768558844,,27.98839219560384,-87.10370768404107,309.99999999980014,1779.1960717438833,2305.1528384279422
2006,BRB,270.425,0.0060099999999999,8.333333333333333e-05,1.7915677772292,,484.48471615720644,,28.438645819480595,-86.15951485376549,150.00000000000003,1786.055061800268,2322.4235807860323
2007,BRB,271.444,0.00628,9e-05,1.81205874724557,,491.87247458732656,,28.922620970040093,-85.53772933138865,170.00000000000006,1807.6267255753014,2359.3623729366327
2008,BRB,272.635,0.0069133333333333,0.0001066666666666,2.08368450045392,,568.0853237812545,,29.48828770636624,-84.07922008136953,219.99999999980005,2093.5780210078597,2740.4266189062723
2009,BRB,273.791,0.0052,4.333333333333334e-05,1.99382132762077,,545.8903351106183,,30.037331154891046,-88.02487142089507,30.000000000000043,1998.9754644394893,2629.4516755530913
2010,BRB,274.711,0.0042099999999999,0.0001266666666666,1.83307367445572,,503.5655021834053,,30.47428614852671,-90.3047516696095,279.9999999998001,1829.7499800465148,2417.8275109170263
2011,BRB,275.486,0.00382,0.0001166666666666,1.92346219123761,,529.8869052152842,,30.84237323555673,-91.20288631304214,249.99999999980002,1924.9055872034817,2549.4345260764208
2012,BRB,276.197,0.0036466666666666,4.6666666666666665e-05,1.78200962888253,,492.1857134684681,,31.180063453464292,-91.60205726567912,40.00000000000002,1775.9928167097946,2360.9285673423406
2013,BRB,276.865,0.00352,-3.3333333333333287e-06,1.79616063319791,,497.2940137103394,,31.497330774930187,-91.8937591156828,-109.99999999999999,1790.890144992768,2386.4700685516973
2014,BRB,277.493,0.0033966666666666,-2e-05,1.66223918987791,,461.2597395167909,,31.795600053194516,-92.177784601213,-160.00000000000003,1649.905684752071,2206.2986975839544
2015,BRB,278.083,0.00331,-7.333333333333333e-05,1.65511642033778,,460.2597395167909,,32.0758211904174,-92.37737007753127,-320.00000000000006,1642.4072603463944,2201.2986975839544
2016,BRB,278.649,0.0039633333333333,-1.3333333333333342e-05,1.65893198797337,,462.25973951679157,,32.344643501719325,-90.87280264066946,-140.00000000000003,1646.4240610190857,2211.298697583958
2017,BRB,279.187,0.0034533333333333,-1e-05,1.60771392531167,,448.8528276659892,,32.600167182780176,-92.04728640515857,-130.0,1592.5047577326075,2144.264138329946
2018,BRB,279.688,0.0033133333333333,-5.333333333333334e-05,1.61556119531342,,451.85307959481975,,32.83811767387959,-92.36969371305757,-260.00000000000006,1600.7658927542498,2159.265397974099
2019,BRB,280.18,0.0077966666666666,-0.00012,1.62356202896419,,454.8896092751868,,33.07179360525866,-82.04498349581652,-460.00000000000006,1609.1886903717616,2174.4480463759337
2020,BRB,280.693,0.0049866666666666,-7.666666666666667e-05,1.1994143315166,,336.66720695638895,,33.315443509318534,-88.51615874721746,-330.0,1162.6714433607854,1583.3360347819446
2021,BRB,281.2,0.0043,-0.0001066666666666,1.20022580627897,,337.5034967256463,,33.55624370689818,-90.09748982881706,-419.9999999998001,1163.525715302123,1587.5174836282315
2022,BRB,281.635,0.0040466666666666,-7.000000000000001e-05,1.20492774369121,,339.34982509447394,,33.76284742671504,-90.6808935288249,-310.00000000000006,1168.4756328934843,1596.7491254723698
1950,BRN,48.269,0.2306066666666666,0.01683,2.34104704883051,,112.99999999999989,,0.0,0.0,0.0,0.0,0.0
1951,BRN,51.093,0.2433166666666667,0.0153633333333333,1.60491652476856,,82.00000000000004,,5.85054589902423,5.511549246913987,-8.714596949891272,-31.444499350394956,-27.433628318583956
1952,BRN,54.022,0.25126,0.0148999999999999,1.62896597682426,,88.00000000000017,,11.91862271851499,8.956086843398598,-11.467617349970896,-30.41720465899975,-22.123893805309507
1953,BRN,57.177,0.2573966666666666,0.01499,1.64401769942459,,93.99999999999979,,18.454908947771862,11.61718366048973,-10.932857991681528,-29.774256342012727,-16.8141592920355
1954,BRN,60.591,0.2631,0.01548,1.61740192437821,,98.00000000000013,,25.527771447512905,14.09037032754188,-8.021390374331554,-30.911173904591237,-13.27433628318564
1955,BRN,64.267,0.2683366666666666,0.0162166666666666,1.27592699207992,,82.00000000000023,,33.14342538689428,16.361192217628872,-3.6442859972275676,-45.49759293742856,-27.433628318583796
1956,BRN,68.204,0.2811166666666666,0.0171266666666666,1.18761362969914,,81.00000000000013,,41.299799042863945,21.903096181087584,1.7627252921366483,-49.26998027261252,-28.318584070796277
1957,BRN,72.376,0.2816666666666667,0.0181033333333333,1.10533878633801,,79.99999999999982,,49.9430276160683,22.14159752536791,7.5658546246779546,-52.784426656858884,-29.20353982300894
1958,BRN,76.689,0.28392,0.0192533333333333,1.13445213785549,,86.99999999999966,,58.878369139613405,23.118730305570853,14.398890869478894,-51.54082279456045,-23.00884955752235
1959,BRN,81.046,0.2421966666666667,0.02053,1.09814179601708,,89.00000000000028,,67.9048664774493,5.025873782197726,21.98455139631609,-53.091852785886296,-21.238938053097016
1960,BRN,85.346,0.2267066666666667,0.0218733333333333,1.06624797881564,,90.99999999999962,,76.81327560131763,-1.6911913503512062,29.96632996632976,-54.45422682349365,-19.469026548672826
1961,BRN,89.561,0.2275766666666666,0.0229999999999999,0.926742667009078,,83.00000000000004,,85.54558826576066,-1.313925587580587,36.6607248960184,-60.413325846140495,-26.548672566371568
1962,BRN,93.837,0.23803,0.02342,1.07633449492205,,101.0000000000004,,94.40427603637947,3.219045416437828,39.15626856803326,-54.023371915581876,-10.61946902654823
1963,BRN,98.277,0.3374333333333333,0.0243833333333333,0.987006115367787,,97.00000000000001,,103.60272638753652,46.32418837269813,44.88017429193878,-57.83911665248871,-14.15929203539813
1964,BRN,102.904,0.2982866666666666,0.02675,0.903754956075566,,93.00000000000004,,113.18858894942925,29.348674510710882,58.94236482471775,-61.39526727892785,-17.69911504424767
1965,BRN,107.686,0.2594333333333333,0.0321,0.84504949575618,,91.00000000000001,,123.09556858439166,12.500361365673168,90.7308377896613,-63.902925565791946,-19.46902654867247
1966,BRN,112.597,0.2579566666666666,0.03738,1.19008499338348,,133.9999999999997,,133.26980049307008,11.860021392847859,122.10338680926913,-49.164413676436055,18.58407079646002
1967,BRN,117.628,0.2929933333333334,0.0433933333333333,1.02016526677322,,120.00000000000031,,143.69263916799605,27.053279754849584,157.8332343038223,-56.42269268860478,6.194690265487109
1968,BRN,122.764,0.27231,0.0499366666666666,0.95304812485745,,117.0,,154.33300876338853,18.084183747217516,196.71222024163163,-59.28966377102274,3.5398230088496616
1969,BRN,128.012,0.2704733333333333,0.0546333333333333,1.03896509702215,,132.99999999999946,,165.205411340612,17.287733803590545,224.61873638344204,-55.61964047065291,17.699115044247428
1970,BRN,133.343,0.2549333333333333,0.0544566666666666,16.7912826320092,,2239.0000000000027,,176.2497669311566,10.548986730652496,223.56902356902316,617.2552401455334,1881.4159292035442
1971,BRN,138.666,0.2510233333333333,0.0510566666666666,14.7837249217544,,2049.9999999999955,,187.2775487372848,8.853458992223437,203.36700336700298,531.5005471222689,1714.1592920353958
1972,BRN,143.886,0.2594233333333333,0.0531866666666666,17.9308619323631,,2579.999999999997,,198.0919430690505,12.49602497759534,216.0229748465038,665.9334288612702,2183.185840707964
1973,BRN,149.065,0.2642766666666666,0.0550466666666666,18.2604903900983,,2722.000000000003,,208.8213967556817,14.600618658032444,227.07466825113838,680.0138147253591,2308.849557522129
1974,BRN,154.314,0.2754366666666666,0.0548933333333333,14.4640149305961,,2232.0000000000064,,219.6958710559572,19.440027752883708,226.1635967518318,517.8438377742866,1875.2212389380607
1975,BRN,159.653,0.2674666666666667,0.05592,12.0949809900221,,1930.9999999999982,,230.75680043091836,15.983926454858244,232.26381461675575,416.64835168794457,1608.8495575221239
1976,BRN,165.064,0.2665099999999999,0.0665333333333333,9.95371492269665,,1642.9999999999998,,241.96689386562804,15.569078662079727,295.3258070905128,325.1821819501284,1353.982300884957
1977,BRN,170.56,0.2688933333333334,0.0741966666666666,10.2251407129456,,1744.0000000000014,,253.35308375976297,16.602584487294433,340.85957615369347,336.77638679041735,1443.3628318584097
1978,BRN,176.176,0.2977833333333333,0.0764466666666666,14.7693215875034,,2601.999999999999,,264.9878804201454,29.130409644127102,354.2285601109126,530.8852953161083,2202.6548672566387
1979,BRN,181.951,0.2859066666666667,0.0773466666666666,11.1513539359498,,2029.000000000002,,276.9520810458058,23.980226070365173,359.5761536938004,376.3404452516472,1695.5752212389416
1980,BRN,187.921,0.3042833333333333,0.07761,9.98823973903928,,1877.0000000000005,,289.3202676666183,31.94906189471252,361.14081996434936,326.6569415607854,1561.061946902657
1981,BRN,194.099,0.2901533333333333,0.0852999999999999,2.89542965187868,,561.9999999999999,,302.11937268225984,25.821745540747624,406.8330362448004,23.680968023479775,397.34513274336325
1982,BRN,200.63,0.2947666666666667,0.0961833333333333,3.62494982909099,,727.2736842105253,,315.64979593527937,27.82226590731697,471.4993067934242,54.843100265834664,543.6050302748017
1983,BRN,207.523,0.2872666666666666,0.1018433333333333,3.59478226509833,,746.0000000000007,,329.9301829331455,24.569974848949165,505.1297286591402,53.554464738080945,560.1769911504438
1984,BRN,214.682,0.3102833333333333,0.1037233333333333,2.43616139219869,,522.9999999999992,,344.7616482628602,34.55089474140675,516.3002574767279,4.0628975575563695,362.83185840707944
1985,BRN,222.119,0.3341,0.1020033333333333,3.18748058473161,,708.0000000000005,,360.1690526010483,44.87872568009024,506.08041196276463,36.15619499505331,526.5486725663727
1986,BRN,229.815,0.3530433333333334,0.1022033333333333,2.72828144376999,,627.0000000000002,,376.1130332097205,53.09329016218097,507.2687660922953,16.54107699941043,454.8672566371689
1987,BRN,237.712,0.3605633333333333,0.1066966666666666,3.8071279531534,,905.000000000001,,392.47343015185726,56.35425399670437,533.9671222024159,62.62500811571828,700.8849557522141
1988,BRN,245.729,0.3721366666666666,0.1129466666666666,6.34438751632896,,1558.999999999999,,409.08243386024157,61.37290046543902,571.1031887502472,171.00640798733,1279.6460176991156
1989,BRN,253.821,0.3363633333333333,0.1177966666666666,6.81976668597161,,1731.0,,425.84681679753055,45.86019484837099,599.9207763913643,191.312670942623,1431.8584070796473
1990,BRN,261.928,0.3449566666666666,0.1075333333333333,5.68476833328243,4.14589992993133,1489.0000000000005,1085.9272768470535,442.6422755806004,49.58659766991415,538.9384036442857,142.8301616630176,1217.6991150442495
1991,BRN,269.86,0.3489199999999999,0.0939833333333333,7.29267027347514,4.9163079534331,1968.0000000000014,1326.7148643134565,459.07518282955937,51.30525281142494,458.42741136858757,211.51318710652376,1641.592920353985
1992,BRN,277.416,0.3594833333333334,0.09018,6.77322144360815,5.07364882682301,1878.9999999999984,1407.5113629419322,474.7291222109428,55.885924084299454,435.8288770053475,189.32444766506381,1562.83185840708
1993,BRN,284.713,0.3655866666666666,0.0822033333333333,6.09385591806486,5.15634273774882,1735.0000000000007,1468.0778098926799,489.8464853218422,58.53256627446448,388.43335313923524,160.30471797263098,1435.3982300884977
1994,BRN,291.935,0.3504899999999999,0.07549,5.19138829955792,4.92603624016419,1515.5479432314412,1438.0823897723328,504.8084692038368,51.98606573964326,348.544266191325,121.7549750720013,1241.192870116321
1995,BRN,299.097,0.3577066666666667,0.0707566666666666,5.31561357595477,4.80891756870824,1589.8840737273438,1438.3328180479282,519.6461497027077,55.11549246913942,320.4198851257671,127.06137318385935,1306.977056395881
1996,BRN,306.196,0.3798366666666666,0.0644733333333333,5.23995848330104,5.3291660230819,1604.4543277528453,1631.7693196035855,534.3533116492988,64.71191928536327,283.08575955634757,123.82969560217536,1319.8710865069443
1997,BRN,313.215,0.39665,0.0611666666666666,5.30423623587659,3.86247903677246,1661.366352620086,1209.786371502686,548.8947357517246,72.00283310687756,263.4383046147748,126.5753795305552,1370.2357102832636
1998,BRN,320.152,0.3878533333333333,0.0512366666666666,4.76990840990813,4.63410449217228,1527.0957172489075,1483.6178213779397,563.2662785638815,68.1882570610853,204.43652208358048,103.7510699450051,1251.4121391583265
1999,BRN,327.045,0.38201,0.04647,4.98880611224194,3.68253845267682,1631.5640949781653,1204.3557882556906,577.5466655617478,65.65436096094366,176.1140819964349,113.10148870071366,1343.8620309541302
2000,BRN,333.926,0.40243,0.0456466666666666,4.35530708583245,2.87664977369409,1454.3502739436867,960.5881523305727,591.8021918829891,74.50926541585967,171.22202416320022,86.04098913809447,1187.0356406581311
2001,BRN,340.748,0.4004,0.04281,4.15667839384231,2.77189060143591,1416.3798493449794,944.5161786580834,605.9354865441587,73.62897863606145,154.36720142602493,77.55637999325192,1153.4334949955582
2002,BRN,347.463,0.3955133333333333,0.0408766666666666,3.6680998436741,2.70047904469257,1274.528975982534,938.3165503060146,619.8471068387579,71.50993032869825,142.87977817389543,56.68629323389851,1027.9017486571108
2003,BRN,354.045,0.3911866666666666,0.0440366666666666,4.31527265097521,4.16685313800824,1527.8007057145182,1475.2535192461273,633.4831879674325,69.63371975369319,161.65577342047888,84.33088105302888,1252.036022756212
2004,BRN,360.461,0.39331,0.0469199999999999,4.27080571399296,4.04747152575688,1539.4588984716165,1458.9556336458506,646.7753630694649,70.55447948888444,178.78787878787816,82.43143452099682,1262.353007497007
2005,BRN,366.717,0.3852933333333333,0.04916,4.04012558057781,3.78705287757718,1481.5827325327525,1388.7766701064706,659.7360624831673,67.07814171316244,192.09744503862146,72.57771827337211,1211.1351615334108
2006,BRN,372.808,0.4313466666666666,0.0497466666666666,5.2297605964141,4.46697548067966,1949.6965884279477,1665.3241950012227,672.3549275932793,87.0486542742332,195.58328381857748,123.39408338788714,1625.3952109981856
2007,BRN,378.748,0.4337933333333333,0.0531733333333333,5.8200665495321,5.07817420312709,2204.3385655021834,1923.348323085979,684.66096252253,88.10962389060742,215.94375123786867,148.60955068970372,1850.7420933647659
2008,BRN,384.568,0.4789966666666667,0.05057,6.50474735037575,5.46730046831304,2501.517679039301,2102.548806498209,696.7183906855331,107.71154346506324,200.4753416518122,177.85632730556406,2113.732459326817
2009,BRN,390.311,0.4840433333333334,0.04629,5.41565453188763,4.51581818766028,2113.789535995593,1762.5735126438713,708.6162961735275,109.8999739816716,175.04456327985736,131.33471557494184,1770.6102088456594
2010,BRN,396.053,0.46254,0.0415633333333333,5.52489225092354,4.51948531279157,2188.1501506550208,1789.9557165870397,720.5121299384698,100.575294151658,146.95979401861732,136.00090624763595,1836.416062526569
