Year,Country,BLUE_deforestation,H&C2023_deforestation,OSCAR_deforestation,BLUE_forest-regrowth,H&C2023_forest-regrowth,OSCAR_forest-regrowth,BLUE_wood-harvest,H&C2023_wood-harvest,OSCAR_wood-harvest,FAO_GFED4_peat,LPX-Bern_GFED4_peat,ORCHIDEE-PEAT-full_GFED4_peat,Mean_deforestation,Mean_forest-regrowth,Mean_wood-harvest,Mean_GFED4_peat,Per-capita_Per-capita territorial,Per-capita_Per-capita consumption
2001,CHN,145.96954,22.65126,92.59542,-29.17156,-91.11505,-133.24597,28.0955,-1.09585,-0.68578,1.03918,1.22999,65.2062,87.07207333333334,-84.51086,8.77129,22.49179,0.799540931630664,0.720121221879615
2002,CHN,137.55246,22.2198,88.81759,-39.10762,-91.51649,-136.12196,25.65067,-2.34254,-2.06494,1.03829,2.87169,60.3338,82.86328333333333,-88.91535666666668,7.081063333333334,21.41459333333333,0.874231576736807,0.77772735854626
2003,CHN,144.0544,21.7264,89.0787,-40.43908,-92.00338,-138.11392,24.74927,-3.36636,-2.98701,1.03941,10.39093,53.38433,84.95316666666666,-90.18546,6.131966666666666,21.60489,1.02513253181678,0.863486527209862
2004,CHN,150.51297,21.71298,93.64551,-39.13754,-92.58686,-143.54156,22.87738,-3.95117,-5.48852,1.04417,19.71728,85.57685,88.62382000000001,-91.75532,4.479229999999999,35.446099999999994,1.09803448851424,0.908252157027743
2005,CHN,120.81573,21.94919,88.79564,-51.03176,-93.56183,-145.30415,21.13836,-4.46844,-4.86083,1.04546,6.16598,71.49822,77.18685333333333,-96.63258,3.936363333333333,26.236553333333333,1.23028863297703,0.986755269566014
2006,CHN,122.18135,22.08168,85.51376,-49.34377,-94.41414,-152.59998,19.3297,-4.94878,-7.98578,1.04455,14.13225,64.66763,76.59226333333334,-98.78596333333331,2.1317133333333333,26.61481,1.34985173112579,1.06740668968069
2007,CHN,113.39848,22.15065,85.43018,-48.40668,-94.87147,-156.13203,19.55117,-5.43142,-8.53849,1.04589,6.71321,57.06655,73.65977,-99.80339333333332,1.86042,21.60855,1.44228448026319,1.14526938728985
2008,CHN,109.0393,22.06109,82.32623,-47.26098,-95.01505,-154.02813,20.51509,-5.14904,-0.89093,1.04681,9.2519,54.04581,71.14220666666667,-98.76805333333334,4.82504,21.448173333333333,1.5391689861311,1.22474049487869
2009,CHN,105.40472,21.9556,81.25085,-46.10897,-86.46789,-156.21292,21.48037,-2.86956,4.06213,1.04966,17.41498,53.90883,69.53705666666667,-96.26326,7.557646666666667,24.12449,1.60827452235538,1.3698798870115
2010,CHN,86.39624,21.885,113.19361,-107.32613,-83.97688,-157.7835,21.76433,0.48436,9.18069,1.04966,7.34553,43.7768,73.82495,-116.36217,10.47646,17.390663333333332,1.74514628100776,1.48525050045133
2011,CHN,81.99435,21.61537,114.88729,-104.61929,-87.15154,-165.76014,22.62602,3.57602,7.4495,1.05158,4.5274,60.55391,72.83233666666666,-119.17699,11.21718,22.044296666666668,1.91706483593634,1.63661641988905
2012,CHN,77.96122,21.2189,82.86358,-102.64545,-90.78271,-162.85039,22.01319,4.90661,8.68726,1.05215,5.92542,60.29863,60.68123333333333,-118.75951666666668,11.86902,22.4254,1.95310572793989,1.69724717839332
2013,CHN,72.36712,21.00171,75.94828,-100.75592,-92.63305,-167.76833,22.14682,5.35623,5.85222,1.05077,5.56435,60.48853,56.439036666666674,-120.38576666666664,11.118423333333334,22.36788333333333,1.97467551987018,1.73044216921429
2014,CHN,72.37157,20.81188,82.04267,-98.20846,-93.57021,-168.53291,21.36989,6.40592,6.32238,1.05085,2.55724,60.17972,58.40870666666667,-120.10386,11.366063333333337,21.26260333333333,1.97005205163518,1.73694044173946
2015,CHN,91.8529,20.58649,88.14085,-93.45894,-94.03255,-171.10361,20.18583,6.03738,3.21093,1.05085,28.43994,61.66969,66.86008,-119.5317,9.81138,30.386826666666668,1.93220592281511,1.73660603428436
2016,CHN,70.02177,20.34927,82.03209,-107.20942,-94.22451,-171.84652,20.02951,3.98032,2.43246,1.05227,4.59311,60.7073,57.46771,-124.42681666666664,8.814096666666666,22.11756,1.90109691576144,1.72588079338602
2017,CHN,90.02189,20.10167,82.41925,-102.04737,-94.25464,-175.42668,18.63045,4.06157,1.40752,1.05179,21.79371,61.46311,64.18093666666667,-123.90956333333334,8.03318,28.10287,1.93742310311911,1.76931371194812
2018,CHN,151.05296,19.84421,88.04552,-90.04091,-94.12771,-173.35999,19.12233,3.64299,4.63011,1.05177,64.61207,62.61636,86.31423000000001,-119.17620333333332,9.131810000000002,42.76006666666667,1.99415451885824,1.85191720181692
2019,CHN,167.68548,19.57029,96.37767,-81.33593,-93.81651,-175.54804,17.89572,4.92807,4.74151,1.06738,44.12516,63.60115,94.54448,-116.90016,9.188433333333334,36.264563333333335,2.0578961868323,1.9065863266994
2020,CHN,183.13285,19.27734,103.0748,-73.35248,-93.30451,-174.44237,16.99683,5.26355,4.8679,1.06825,44.39398,63.5518,101.82833,-113.69978666666668,9.04276,36.33801,2.09042940232529,1.91232341215574
2021,CHN,197.78191,19.47711,106.35715,-66.00124,-93.30451,-175.57311,16.19113,5.26355,3.84719,1.06825,42.93494,63.58901,107.87205666666668,-111.62628666666669,8.433956666666669,35.864066666666666,2.17268366386835,1.97533564547094
2022,CHN,212.25204,19.22579,108.32119,-59.48404,-93.30451,-174.72981,15.56595,5.26355,3.2308,1.06825,42.93494,63.58901,113.26634,-109.17278666666664,8.020100000000001,35.864066666666666,2.18413365228023,
1950,COD,130.98561,34.74988,60.02041,-63.58312,-27.165,-39.74439,6.13914,0.30047,2.09766,0.1294,1.44006,1.19251,75.25196666666666,-43.49750333333333,2.8457566666666665,0.9206566666666666,0.0328410644764273,
1951,COD,135.47076,35.46484,62.25981,-63.95885,-27.21964,-40.16755,6.42239,0.32478,2.19719,0.1294,1.00187,0.97521,77.73180333333335,-43.78201333333333,2.981453333333333,0.70216,0.0380026188373317,
1952,COD,141.48466,36.22604,64.30394,-64.44877,-27.27989,-40.85557,6.66852,0.34987,2.28724,0.1294,1.35873,1.14608,80.67154666666666,-44.19474333333333,3.101876666666667,0.87807,0.0444058344777475,
1953,COD,147.31842,37.12083,66.2231,-64.98586,-27.34995,-41.16885,6.93536,0.37574,2.39432,0.1294,1.38119,1.15941,83.55411666666667,-44.50155333333333,3.23514,0.89,0.0477815420063284,
1954,COD,152.7757,38.18198,68.41286,-65.53738,-27.43515,-41.4126,7.23543,0.40379,2.5089,0.1294,1.62405,1.26339,86.45684666666666,-44.79504333333333,3.382706666666667,1.0056133333333337,0.0575757328870241,
1955,COD,158.27024,39.19891,70.98092,-66.10439,-27.54066,-41.88532,7.5321,0.434,2.62289,0.1294,1.06696,0.99361,89.48335666666667,-45.17679,3.529663333333333,0.7299899999999999,0.0677903644612296,
1956,COD,162.55023,40.08247,73.3986,-66.62559,-27.66039,-42.37313,7.96305,0.4651,2.71812,0.1294,2.08025,1.50377,92.01043333333332,-45.55303666666666,3.7154233333333337,1.2378066666666667,0.06216306845617,
1957,COD,170.24856,41.01095,76.56364,-67.30532,-27.78852,-43.48345,8.45839,0.49715,2.77389,0.1294,1.66026,1.30884,95.94105,-46.19243,3.90981,1.0328333333333333,0.0637416613092934,
1958,COD,177.2209,42.06719,78.87143,-68.03092,-27.93131,-44.42914,8.84402,0.53017,2.84794,0.1294,1.88686,1.40886,99.38650666666668,-46.79712333333333,4.074043333333333,1.1417066666666666,0.0548122128771053,
1959,COD,180.73595,43.32642,81.65752,-68.67992,-28.09522,-44.83116,9.23648,0.56416,2.99415,0.1294,1.75759,1.35203,101.90663,-47.2021,4.26493,1.0796733333333333,0.0494255396628238,
1960,COD,215.79209,44.57194,89.64447,-69.94881,-28.28607,-45.37258,9.65717,0.5991,3.13656,0.1294,1.77484,1.29539,116.6695,-47.86915333333334,4.464276666666667,1.0665433333333334,0.0414217013820814,
1961,COD,166.62709,45.73401,88.66521,-71.99568,-28.49973,-46.06682,10.08216,0.63498,3.32092,0.1294,0.28841,0.59249,100.34210333333334,-48.85407666666666,4.679353333333334,0.3367666666666666,0.0410154084357156,
1962,COD,143.0067,46.95962,79.91398,-73.42499,-28.72624,-46.8225,10.39117,0.65935,3.37247,0.1294,0.36668,0.63818,89.9601,-49.65791,4.807663333333333,0.3780866666666666,0.0368505488111368,
1963,COD,121.30523,48.35002,77.72893,-74.18761,-28.97114,-47.37529,10.73629,0.66771,3.34859,0.1294,0.23543,0.5715,82.46139333333333,-50.17801333333333,4.91753,0.31211,0.0378818333571509,
1964,COD,109.24419,49.97572,75.85829,-74.78247,-29.24416,-47.34682,11.05945,0.67789,3.36514,0.1294,-0.25616,0.33778,78.3594,-50.45781666666667,5.03416,0.07034,0.0317548461517985,
1965,COD,101.52676,51.57025,75.25789,-75.27262,-29.55066,-47.59932,11.38018,0.68801,3.3874,0.1294,0.3384,0.62516,76.1183,-50.80753333333334,5.151863333333333,0.36432,0.0386348690920608,
1966,COD,97.24176,53.05637,75.59254,-75.64535,-29.87678,-48.05543,11.70291,0.70275,3.43135,0.1294,0.41927,0.66728,75.29689,-51.19252,5.279003333333333,0.4053166666666666,0.0365465169258442,
1967,COD,95.76153,54.58313,75.10198,-75.93384,-30.21469,-47.7144,12.06874,0.71843,3.51924,0.1294,0.33518,0.62677,75.14887999999999,-51.287643333333335,5.43547,0.3637833333333333,0.0338172390505132,
1968,COD,94.13551,56.28444,75.6331,-76.16303,-30.56759,-47.93036,12.42396,0.73761,3.59265,0.1294,-0.17985,0.37115,75.35101666666667,-51.55366,5.58474,0.1069,0.0482933973360693,
1969,COD,92.60568,58.20814,76.9571,-76.38744,-30.93502,-48.86518,12.7635,0.7568,3.60862,0.1294,-0.34511,0.29057,75.92364,-52.06254666666667,5.70964,0.0249533333333333,0.0508418983839452,
