Year,Country,Per-capita_Per-capita territorial,Per-capita_Per-capita consumption
2017,KHM,0.215081828274122,0.500799441267855
2018,KHM,0.237307264062791,0.571087582087372
2019,KHM,0.30680341406069,0.665689787191569
2020,KHM,0.316824629306292,0.685522414047288
2021,KHM,0.332712635020694,0.689883415688386
2022,KHM,0.326326137072853,
1950,CMR,0.008804823931326,
1951,CMR,0.0114103800227067,
1952,CMR,0.0173049185073182,
1953,CMR,0.0121703414090556,
1954,CMR,0.0137184068356862,
1955,CMR,0.0137011816976501,
1956,CMR,0.0136695118676897,
1957,CMR,0.0144583796899477,
1958,CMR,0.0154089468683132,
1959,CMR,0.0151132600720302,
1960,CMR,0.0144598804754096,
1961,CMR,0.0148066814669383,
1962,CMR,0.0148948658151706,
1963,CMR,0.0151082144283079,
1964,CMR,0.0165580524418718,
1965,CMR,0.014938262796028,
1966,CMR,0.0161246607817373,
1967,CMR,0.0209201974799697,
1968,CMR,0.0225225482533356,
1969,CMR,0.0248161378708263,
1970,CMR,0.0269600653260549,
1971,CMR,0.0333234106410271,
1972,CMR,0.0344833788141642,
1973,CMR,0.0349765543252829,
1974,CMR,0.0369389848036139,
1975,CMR,0.0428177122421171,
1976,CMR,0.0391164725207125,
1977,CMR,0.0545740678056809,
1978,CMR,0.0678869551341357,
1979,CMR,0.0601032236430939,
1980,CMR,0.124482165900217,
1981,CMR,0.1644261034399,
1982,CMR,0.190535110201702,
1983,CMR,0.193588342565375,
1984,CMR,0.173738006871696,
1985,CMR,0.180125892291244,
1986,CMR,0.0537936806664721,
1987,CMR,0.0482082211789354,
1988,CMR,0.0546370588808077,
1989,CMR,0.186500701947514,
1990,CMR,0.0621944753840407,0.0729479558003984
1991,CMR,0.0618359232977202,0.07196512051462
1992,CMR,0.0610339164631409,0.0739521163638297
1993,CMR,0.0626383449755269,0.0755328984073074
1994,CMR,0.103652241832846,0.109292117585484
1995,CMR,0.111029780666244,0.116001484488001
1996,CMR,0.120117840559263,0.122868136723438
1997,CMR,0.105300111824481,0.11859624626369
1998,CMR,0.102446248796371,0.116081918778985
1999,CMR,0.0969130487529493,0.0955224752516569
2000,CMR,0.101067160308633,0.111855150217241
2001,CMR,0.0979864469296795,0.121223691564264
2002,CMR,0.091763543137943,0.130444848420441
2003,CMR,0.0952003912753883,0.107454535568295
2004,CMR,0.0925229075383335,0.100112278718778
2005,CMR,0.0856900692323041,0.0990235905348296
2006,CMR,0.084345697338081,0.0959769253427292
2007,CMR,0.110794629439336,0.111433769502743
2008,CMR,0.106405550820299,0.112698496532437
2009,CMR,0.120857020859796,0.137107658513714
2010,CMR,0.11510315623473,0.13200952647237
2011,CMR,0.10817550194231,0.124076389665904
2012,CMR,0.0986634263703711,0.127852635660231
2013,CMR,0.0990315841332961,0.121374014939579
2014,CMR,0.107354956852095,0.129708954528944
2015,CMR,0.11682706234662,0.132081763629401
2016,CMR,0.114618754054549,0.132655894007123
2017,CMR,0.107165210417751,0.125536128798335
2018,CMR,0.10497782876281,0.113323623794279
2019,CMR,0.101536808725638,0.107777952860759
2020,CMR,0.0999513392080882,0.108660983024681
2021,CMR,0.103830597608036,0.111477727087636
2022,CMR,0.0940433164245897,
1950,CAN,3.06096637767949,
1951,CAN,3.15205832588654,
1952,CAN,3.0034185956961,
1953,CAN,2.9415853193156,
1954,CAN,2.90266209036019,
1955,CAN,2.93973703454201,
1956,CAN,3.20417028870785,
1957,CAN,2.9966242606197,
1958,CAN,2.90502625346205,
1959,CAN,2.87303763951311,
1960,CAN,2.93685653975155,
1961,CAN,2.89748840786867,
1962,CAN,3.03361979436257,
1963,CAN,3.0342612131339,
1964,CAN,3.35506523120063,
1965,CAN,3.49206761641739,
1966,CAN,3.52566704937252,
1967,CAN,3.76645506587286,
1968,CAN,3.99228807379481,
1969,CAN,3.98502343258218,
1970,CAN,4.34419825352765,
1971,CAN,4.39260445264582,
1972,CAN,4.67675403276684,
1973,CAN,4.62443981580546,
1974,CAN,4.66133967350952,
1975,CAN,4.68067760702899,
1976,CAN,4.64493433726538,
1977,CAN,4.69302436505973,
1978,CAN,4.73271051793393,
1979,CAN,4.97726373799496,
1980,CAN,4.93092108429239,
1981,CAN,4.72509795598459,
1982,CAN,4.50631819388609,
1983,CAN,4.3944364148753,
1984,CAN,4.53311427113802,
1985,CAN,4.45357702111516,
1986,CAN,4.22939677537066,
1987,CAN,4.4493173046137,
1988,CAN,4.63783492230217,
1989,CAN,4.63703570149841,
1990,CAN,4.52458273251064,4.76908088648876
1991,CAN,4.38539411594329,4.7000123450572
1992,CAN,4.46742840736221,4.77115561631757
1993,CAN,4.42263387399089,4.59522187478907
1994,CAN,4.51121754933611,4.59483804370311
1995,CAN,4.58294805976671,4.62210796034856
1996,CAN,4.68678348525326,4.66292440131653
1997,CAN,4.7728136390979,4.91089956573882
1998,CAN,4.8010270213854,4.9018976004698
1999,CAN,4.88829844230382,4.86570398747285
2000,CAN,5.04427721445811,5.16718459420379
2001,CAN,4.9223236414265,4.92637251639416
2002,CAN,4.91763626931207,5.07868108008087
2003,CAN,5.01863426899339,4.98362862556214
2004,CAN,4.95781600627927,4.99523680105814
2005,CAN,4.86926422777161,5.15885644875865
2006,CAN,4.77013390126331,4.83306746382702
2007,CAN,4.93119235361323,4.97852638191819
2008,CAN,4.73909867196612,4.79560088325689
2009,CAN,4.42073285765442,4.67315992190496
2010,CAN,4.4684460200409,4.87857601034021
2011,CAN,4.49465363774493,4.78112743962636
2012,CAN,4.45108248540254,4.54748755732531
2013,CAN,4.43313482558038,4.49883897388413
2014,CAN,4.36588169668195,4.30706521579877
2015,CAN,4.35891683076404,4.13516799282169
2016,CAN,4.21470530690813,3.94108931854393
2017,CAN,4.23079357752914,3.94033137691457
2018,CAN,4.25260366061671,3.89399733004246
2019,CAN,4.20843871354775,3.81483883657141
2020,CAN,3.76623988226192,3.46670178466217
2021,CAN,3.84244546096673,3.59085166051412
2022,CAN,3.88897721322155,
1950,CAF,0.0089320364448314,
1951,CAF,0.0117430523111051,
1952,CAF,0.0150132747898242,
1953,CAF,0.0124779094787746,
1954,CAF,0.0129947824387574,
1955,CAF,0.0126236346027671,
1956,CAF,0.0161711554589411,
1957,CAF,0.0170845556844914,
1958,CAF,0.0192757800805687,
1959,CAF,0.0163590161808847,
1960,CAF,0.0142880275854186,
1961,CAF,0.014032100769193,
1962,CAF,0.0114777486625553,
1963,CAF,0.0112599044934901,
1964,CAF,0.0110393918619811,
1965,CAF,0.0129787888735006,
1966,CAF,0.0121767019455723,
1967,CAF,0.0129475917738253,
1968,CAF,0.0253131617809733,
1969,CAF,0.0252285533799089,
1970,CAF,0.0275714487490302,
1971,CAF,0.0236829441120412,
1972,CAF,0.0213594550181486,
1973,CAF,0.0200372966954399,
1974,CAF,0.0138435809324768,
1975,CAF,0.0122595862302079,
1976,CAF,0.0150969504591414,
1977,CAF,0.0149441856016615,
1978,CAF,0.016906478012914,
1979,CAF,0.011713868676655,
1980,CAF,0.0120069093552869,
1981,CAF,0.0151576601488728,
1982,CAF,0.0158046064349063,
1983,CAF,0.0160314408618182,
1984,CAF,0.0162470309541604,
1985,CAF,0.0172341196400419,
1986,CAF,0.017030295734956,
1987,CAF,0.0271448856359206,
1988,CAF,0.0237088552574387,
1989,CAF,0.0249622904222995,
1990,CAF,0.0177985284888587,
1991,CAF,0.0179430872875987,
1992,CAF,0.0177155201661114,
1993,CAF,0.0174805593520021,
1994,CAF,0.0178804232578508,
1995,CAF,0.0173955185482005,
1996,CAF,0.0172435834544844,
1997,CAF,0.0170595569372833,
1998,CAF,0.0168773332913275,
1999,CAF,0.0172349645452158,
2000,CAF,0.017025034781614,
2001,CAF,0.0174262563745636,
2002,CAF,0.0167911245168736,
2003,CAF,0.015148350779184,
2004,CAF,0.0145803129809985,
2005,CAF,0.0140181342386039,
2006,CAF,0.0144375682291531,
2007,CAF,0.0143981274206852,
2008,CAF,0.0100733496551445,
2009,CAF,0.0096395255600783,
2010,CAF,0.0098711027116133,
2011,CAF,0.0107776337472649,
2012,CAF,0.0108939171299724,
2013,CAF,0.0066632961493644,
2014,CAF,0.0070852020553754,
2015,CAF,0.0101673820837863,
2016,CAF,0.011011021828943,
2017,CAF,0.0118076962564199,
2018,CAF,0.0117767597423245,
2019,CAF,0.0119017361945619,
2020,CAF,0.0121654045839244,
2021,CAF,0.0125835181025822,
2022,CAF,0.0111744221018671,
1950,TCD,0.0032153645501519,
1951,TCD,0.0042076397348937,
1952,TCD,0.0053573704382607,
1953,TCD,0.0044359141029294,
1954,TCD,0.0046035423812175,
1955,TCD,0.0044580461912427,
1956,TCD,0.0056946804783719,
1957,TCD,0.0060010174527825,
1958,TCD,0.0067551048342515,
1959,TCD,0.0057215053886484,
1960,TCD,0.0049526395587792,
1961,TCD,0.0045341823913731,
1962,TCD,0.0073056645581883,
1963,TCD,0.0077874438992541,
1964,TCD,0.0082482566393119,
1965,TCD,0.0086921648825748,
1966,TCD,0.0067673650587407,
1967,TCD,0.0092441091914177,
1968,TCD,0.0096405492844727,
1969,TCD,0.0122387036765066,
1970,TCD,0.0092708882656185,
1971,TCD,0.0109551442952823,
1972,TCD,0.0086288067746069,
1973,TCD,0.0112448423869223,
1974,TCD,0.0102485677626552,
1975,TCD,0.0122425693725193,
1976,TCD,0.012010422163937,
1977,TCD,0.0127402029608704,
1978,TCD,0.0122870657304695,
1979,TCD,0.0124916476301527,
1980,TCD,0.0129303598042752,
1981,TCD,0.0129274418973856,
1982,TCD,0.0121137970091035,
1983,TCD,0.0115245948230285,
1984,TCD,0.0119905148930324,
1985,TCD,0.0098639380464168,
1986,TCD,0.0099645184988355,
1987,TCD,0.0101870416302889,
1988,TCD,0.0032828515870216,
1989,TCD,0.0049377325473638,
1990,TCD,0.0176761249952592,
1991,TCD,0.0173771205879491,
1992,TCD,0.017610868349081,
1993,TCD,0.0170588125825802,
1994,TCD,0.0170596191496642,
1995,TCD,0.0169333580300564,
1996,TCD,0.0168000682073355,
1997,TCD,0.0165969724992481,
1998,TCD,0.0164213023823466,
1999,TCD,0.0163185051464498,
2000,TCD,0.0161099875067411,
2001,TCD,0.0161602859360795,
2002,TCD,0.0162905273744215,
2003,TCD,0.0261879054529558,
2004,TCD,0.0256227007450197,
2005,TCD,0.0252521248577287,
2006,TCD,0.0253017639647099,
2007,TCD,0.0277171839156685,
2008,TCD,0.0214546108853506,
2009,TCD,0.028869733604082,
2010,TCD,0.0283602884409443,
2011,TCD,0.0282049198516075,
2012,TCD,0.0372950824365747,
2013,TCD,0.0429208965664719,
2014,TCD,0.0434935618776703,
2015,TCD,0.0453908509125994,
2016,TCD,0.0444093958341014,
2017,TCD,0.04240937425855,
2018,TCD,0.0416888370241931,
2019,TCD,0.0389774659140852,
2020,TCD,0.0373727088169505,
2021,TCD,0.039477234208833,
2022,TCD,0.036746813648613,
1950,CHL,0.348211941229424,
1951,CHL,0.403668917957509,
1952,CHL,0.420472767667242,
1953,CHL,0.404199993712121,
1954,CHL,0.421695095552597,
1955,CHL,0.432204306515978,
1956,CHL,0.43166684621478,
1957,CHL,0.418768121122027,
1958,CHL,0.435299525401697,
1959,CHL,0.434822168634448,
1960,CHL,0.451751013050014,
1961,CHL,0.474534259432497,
1962,CHL,0.537333013196306,
1963,CHL,0.546639000994332,
1964,CHL,0.54136885398332,
1965,CHL,0.538491241290489,
1966,CHL,0.559232490826466,
1967,CHL,0.56299451610165,
1968,CHL,0.609665071436539,
1969,CHL,0.636829752676155,
1970,CHL,0.684665549382705,
1971,CHL,0.739577076541405,
1972,CHL,0.756951920340844,
1973,CHL,0.730473877460558,
1974,CHL,0.674395477209183,
1975,CHL,0.588629171731999,
1976,CHL,0.606957940099763,
1977,CHL,0.572651616376953,
1978,CHL,0.559733734830858,
1979,CHL,0.597059721954018,
1980,CHL,0.597255707361236,
1981,CHL,0.570989716422285,
1982,CHL,0.473281237451847,
1983,CHL,0.47112932453083,
1984,CHL,0.49438265216448,
1985,CHL,0.471443491061476,
1986,CHL,0.480282360916299,
1987,CHL,0.48111496081906,
1988,CHL,0.561975576359581,
1989,CHL,0.665606210593927,
1990,CHL,0.673129070500647,0.656426992187726
1991,CHL,0.621678578669179,0.622223488305876
1992,CHL,0.633696996831559,0.65921660014282
1993,CHL,0.664803872582698,0.693605442146825
1994,CHL,0.729333461673624,0.734306954569174
1995,CHL,0.786824276361515,0.784298794859675
1996,CHL,0.900565368558726,0.902756220037344
1997,CHL,1.03097497790497,1.01435062464557
1998,CHL,1.04204723775465,1.02037354693852
1999,CHL,1.10433309162768,1.07652312913739
2000,CHL,1.04006484387471,1.06048711344492
2001,CHL,0.930353707911209,0.942308703621368
2002,CHL,0.953628156291486,0.979661109477559
2003,CHL,0.948241199811799,0.927989457454767
2004,CHL,1.00917703615158,0.973648688966213
2005,CHL,1.03140322043804,1.02602055433373
2006,CHL,1.07020930386851,1.07054276754485
2007,CHL,1.16606290207522,1.1591311128595
2008,CHL,1.15569724764304,1.30973775591797
2009,CHL,1.06942652859257,1.04078519075422
2010,CHL,1.14516532063801,1.18241748228312
2011,CHL,1.24072693353904,1.34064545828772
2012,CHL,1.25307705493813,1.39522264939382
2013,CHL,1.27402503699554,1.40046288682858
2014,CHL,1.19727159758747,1.28150046773361
2015,CHL,1.24903768751705,1.31645513651614
2016,CHL,1.2715264946177,1.31953126932302
2017,CHL,1.25015110918903,1.30980088933257
2018,CHL,1.23228646765304,1.34655051173666
2019,CHL,1.31846630753346,1.39980489953106
2020,CHL,1.13379946413449,1.17592056642716
2021,CHL,1.25292873546072,1.32464184922269
2022,CHL,1.18129133132696,
1950,CHN,0.0395533129206673,
1951,CHN,0.0503417058188323,
1952,CHN,0.0618356213280045,
1953,CHN,0.0632389051448786,
1954,CHN,0.0744277170192174,
1955,CHN,0.0861867710835023,
1956,CHN,0.0955793422252782,
1957,CHN,0.11080947768488,
1958,CHN,0.222403516994337,
1959,CHN,0.301371027775306,
1960,CHN,0.333266350009317,
1961,CHN,0.237676020940781,
1962,CHN,0.188743377989111,
1963,CHN,0.182287223148675,
1964,CHN,0.178428671861834,
1965,CHN,0.188632626776345,
1966,CHN,0.201846555780751,
1967,CHN,0.165054495370279,
1968,CHN,0.173297498914177,
1969,CHN,0.206945391350769,
1970,CHN,0.26808735858006,
1971,CHN,0.294261877641637,
1972,CHN,0.306393092588451,
1973,CHN,0.312128818187775,
1974,CHN,0.311991369746,
1975,CHN,0.352880716411277,
1976,CHN,0.360157774243603,
1977,CHN,0.388239554326089,
1978,CHN,0.426553159857296,
1979,CHN,0.430024453281421,
1980,CHN,0.415205479979703,
1981,CHN,0.404078953534852,
1982,CHN,0.432645017933799,
1983,CHN,0.449264797409143,
1984,CHN,0.482201208320947,
1985,CHN,0.514344218605296,
1986,CHN,0.532853724770626,
1987,CHN,0.561785094459138,
1988,CHN,0.593328167857101,
1989,CHN,0.59272392828594,
1990,CHN,0.587829072727576,0.548912018254695
1991,CHN,0.607598573907871,0.559520052700062
1992,CHN,0.629577512851732,0.593890014748075
1993,CHN,0.666797770497781,0.629245629765369
1994,CHN,0.701647978193244,0.6216999327618
1995,CHN,0.753176217570523,0.670796539989755
1996,CHN,0.779653001426835,0.694438825535659
1997,CHN,0.775161673265889,0.674388975100298
1998,CHN,0.736490254505013,0.647879102923503
1999,CHN,0.773336136900151,0.689667808369573
2000,CHN,0.787882035370841,0.704396975967712
2001,CHN,0.799540931630664,0.720121221879615
2002,CHN,0.874231576736807,0.77772735854626
2003,CHN,1.02513253181678,0.863486527209862
2004,CHN,1.09803448851424,0.908252157027743
2005,CHN,1.23028863297703,0.986755269566014
2006,CHN,1.34985173112579,1.06740668968069
2007,CHN,1.44228448026319,1.14526938728985
2008,CHN,1.5391689861311,1.22474049487869
2009,CHN,1.60827452235538,1.3698798870115
2010,CHN,1.74514628100776,1.48525050045133
2011,CHN,1.91706483593634,1.63661641988905
2012,CHN,1.95310572793989,1.69724717839332
2013,CHN,1.97467551987018,1.73044216921429
2014,CHN,1.97005205163518,1.73694044173946
2015,CHN,1.93220592281511,1.73660603428436
2016,CHN,1.90109691576144,1.72588079338602
2017,CHN,1.93742310311911,1.76931371194812
2018,CHN,1.99415451885824,1.85191720181692
2019,CHN,2.0578961868323,1.9065863266994
2020,CHN,2.09042940232529,1.91232341215574
2021,CHN,2.17268366386835,1.97533564547094
2022,CHN,2.18413365228023,
1950,COL,0.173867402412611,
1951,COL,0.184353100585585,
1952,COL,0.189713011141337,
1953,COL,0.23004467465355,
1954,COL,0.199985359372192,
1955,COL,0.241244871565667,
1956,COL,0.247182280649797,
1957,COL,0.260000927505193,
1958,COL,0.258430851133603,
1959,COL,0.288638145836727,
1960,COL,0.285152666408978,
1961,COL,0.306891176973977,
1962,COL,0.317535697618418,
1963,COL,0.33670255101719,
1964,COL,0.33359171342793,
1965,COL,0.341365785764696,
1966,COL,0.340575955503266,
1967,COL,0.348308826832556,
1968,COL,0.364945918681985,
1969,COL,0.374963965414941,
1970,COL,0.370381441442243,
1971,COL,0.38609760629413,
1972,COL,0.391666797967982,
1973,COL,0.409830743583772,
1974,COL,0.433794801851102,
1975,COL,0.417592005360123,
1976,COL,0.433473334502857,
1977,COL,0.438140460522149,
1978,COL,0.453365184084904,
1979,COL,0.472317987688338,
1980,COL,0.460582140549003,
1981,COL,0.450974038979661,
1982,COL,0.454915885082865,
1983,COL,0.478939558953753,
1984,COL,0.463309630090108,
1985,COL,0.447453290108827,
1986,COL,0.444134036204706,
1987,COL,0.447018446161152,
1988,COL,0.454202765254583,
1989,COL,0.451350566646835,
1990,COL,0.476325046040165,0.519260606004248
1991,COL,0.464717066490889,0.496480580887061
1992,COL,0.494518496317798,0.542000351972923
1993,COL,0.499397676818632,0.545440309749924
1994,COL,0.518373346713281,0.562216988934338
1995,COL,0.450859229134042,0.50767419332356
1996,COL,0.44637083554957,0.495215021688412
1997,COL,0.477585638890907,0.52917452654688
1998,COL,0.473276174499055,0.522052681274484
1999,COL,0.392400147989731,0.39753285623483
2000,COL,0.393859162936637,0.379498133796049
2001,COL,0.389461803036371,0.379404699857256
2002,COL,0.377140988131747,0.375488238103413
2003,COL,0.381413579658763,0.384142015613422
2004,COL,0.358106422170064,0.373873729835955
2005,COL,0.388898286424909,0.410875227532173
2006,COL,0.397552239143806,0.437824143398885
2007,COL,0.381228135302468,0.451606324882464
2008,COL,0.417118940609828,0.478528993141159
2009,COL,0.446278985972543,0.487066376959276
2010,COL,0.464455397205801,0.519710967156411
2011,COL,0.45914907203757,0.530924608375356
2012,COL,0.478431074632983,0.564201779600901
2013,COL,0.520049932431809,0.598340911262676
2014,COL,0.57466697767996,0.663675817756583
2015,COL,0.560533342441118,0.634833576614873
2016,COL,0.571260037885504,0.62788084137936
2017,COL,0.520855378690009,0.574257788868441
2018,COL,0.482479401527524,0.542397451369457
2019,COL,0.513892252542076,0.562216791397848
2020,COL,0.480849645702982,0.530865165461886
2021,COL,0.51014634514313,0.556277427110779
2022,COL,0.527731642611533,
1950,COM,0.0,
1951,COM,0.0,
1952,COM,0.0,
1953,COM,0.0,
1954,COM,0.0,
1955,COM,0.0,
1956,COM,0.0,
1957,COM,0.0,
1958,COM,0.0,
1959,COM,0.0156866025956098,
1960,COM,0.0153963007821321,
1961,COM,0.0151044472527528,
1962,COM,0.0148128397695122,
1963,COM,0.0145246095300805,
1964,COM,0.0142406189922389,
1965,COM,0.0186099311897794,
1966,COM,0.0227926461806363,
1967,COM,0.0222894869405896,
1968,COM,0.0217418718012271,
1969,COM,0.0211862611333802,
1970,COM,0.0330099731381344,
1971,COM,0.0321200003212,
1972,COM,0.0312271895139098,
1973,COM,0.0303342838075593,
1974,COM,0.0294421810767742,
1975,COM,0.0321387250210687,
1976,COM,0.0380873238461272,
1977,COM,0.0368939332957686,
1978,COM,0.0259792555644318,
1979,COM,0.0188606293792024,
1980,COM,0.0395945517896737,
1981,COM,0.0384631316090016,
1982,COM,0.0374582556554763,
1983,COM,0.0365028065042385,
1984,COM,0.035551763367463,
1985,COM,0.0346066817516305,
1986,COM,0.0310826072090927,
1987,COM,0.0327549151269757,
1988,COM,0.0343078393412895,
1989,COM,0.0333663819402074,
1990,COM,0.0417518133044473,
1991,COM,0.0406984762942681,
1992,COM,0.0419435307622685,
1993,COM,0.0431668961706646,
1994,COM,0.042240610968197,
1995,COM,0.0434099553497602,
1996,COM,0.0445084647007413,
1997,COM,0.0455415784711098,
1998,COM,0.0484534623875153,
1999,COM,0.0493880629051958,
2000,COM,0.0521650352672899,
2001,COM,0.0529447311776917,
2002,COM,0.0518739927054434,
2003,COM,0.0648974795222142,
2004,COM,0.0688285721168572,
2005,COM,0.0658024610120418,
2006,COM,0.0744222353793384,
2007,COM,0.0470093159496125,
2008,COM,0.0476591418177197,
2009,COM,0.0575881760579493,
2010,COM,0.0670707169249905,
2011,COM,0.0582027874658059,
2012,COM,0.0613539053951995,
2013,COM,0.0714905639604629,
2014,COM,0.0615718739679714,
2015,COM,0.0671034324090406,
2016,COM,0.0790638836179633,
2017,COM,0.0958427863204773,
2018,COM,0.103051217743359,
2019,COM,0.10746081472997,
2020,COM,0.129005688654694,
2021,COM,0.13920994247195,
2022,COM,0.135937434480731,
1950,COG,0.0290225063371733,
1951,COG,0.037874852691017,
1952,COG,0.0480584292407238,
1953,COG,0.0396391804185291,
1954,COG,0.0409660208891971,
1955,COG,0.0394907599152939,
1956,COG,0.0501925732085097,
1957,COG,0.0526063163338143,
1958,COG,0.0588733278931497,
1959,COG,0.0495600332343752,
1960,COG,0.0577819498661069,
1961,COG,0.0673785409500005,
1962,COG,0.0584349502134224,
1963,COG,0.056012602835638,
1964,COG,0.0621663349709479,
1965,COG,0.0554905864775238,
1966,COG,0.0676265340757224,
1967,COG,0.0688407837836146,
1968,COG,0.0934558136354312,
1969,COG,0.101054880176204,
1970,COG,0.111668738980765,
1971,COG,0.129846773863164,
1972,COG,0.121863036719151,
1973,COG,0.21735313487839,
1974,COG,0.280330068089199,
1975,COG,0.184622769526166,
1976,COG,0.202351601820084,
1977,COG,0.0767796617123271,
1978,COG,0.0503660985790464,
1979,COG,0.0531255137796398,
1980,COG,0.0605050963347926,
1981,COG,0.0686820896491837,
1982,COG,0.191755982146079,
1983,COG,0.159748101163512,
1984,COG,0.155364910210572,
1985,COG,0.168742856376874,
1986,COG,0.136455400292267,
1987,COG,0.164615840080678,
1988,COG,0.180826196530262,
1989,COG,0.176008648411847,
1990,COG,0.115318137917039,
1991,COG,0.120490067970739,
1992,COG,0.139568334215002,
1993,COG,0.122087244758603,
1994,COG,0.345999171458699,
1995,COG,0.320932275693279,
1996,COG,0.391221853175314,
1997,COG,0.458563667819672,
1998,COG,0.359538244195329,
1999,COG,0.354253659487092,
2000,COG,0.373092255983199,
2001,COG,0.350398179587507,
2002,COG,0.222876013733724,
2003,COG,0.25965326883333,
2004,COG,0.273356722605403,
2005,COG,0.323403307085076,
2006,COG,0.342532979825432,
2007,COG,0.293826846297378,
2008,COG,0.284982510925336,
2009,COG,0.31693150234415,
2010,COG,0.338241424738055,
2011,COG,0.300443604766569,
2012,COG,0.290660630156277,
2013,COG,0.33308504877138,
2014,COG,0.301886866488342,
2015,COG,0.303585987322643,
2016,COG,0.301468420812785,
2017,COG,0.290343976209439,
2018,COG,0.328296970403687,
2019,COG,0.357166380984964,
2020,COG,0.353782981978647,
2021,COG,0.340189312794112,
2022,COG,0.340506508769479,
1950,COK,0.0,
1951,COK,0.0,
1952,COK,0.0,
1953,COK,0.0,
1954,COK,0.0,
1955,COK,0.0,
1956,COK,0.0,
1957,COK,0.0,
1958,COK,0.0,
1959,COK,0.0,
1960,COK,0.0,
1961,COK,0.0,
1962,COK,0.0,
1963,COK,0.0,
1964,COK,0.0,
1965,COK,0.0,
1966,COK,0.0,
1967,COK,0.0,
1968,COK,0.0,
1969,COK,0.14950662812718,
1970,COK,0.146555935515388,
1971,COK,0.143884892086331,
1972,COK,0.14451563177417,
1973,COK,0.148684145313971,
1974,COK,0.153570514461223,
1975,COK,0.212055346445422,
1976,COK,0.219587176108915,
1977,COK,0.447527411053927,
1978,COK,0.449211073052951,
1979,COK,0.39474426211019,
1980,COK,0.453232111495099,
1981,COK,1.02511532547412,
1982,COK,0.80441277867157,
1983,COK,0.814995925020375,
1984,COK,0.354505169867061,
1985,COK,0.360208921174281,
1986,COK,0.363768643142961,
1987,COK,0.36238448994383,
1988,COK,0.358530026889752,
1989,COK,0.354526116757268,
1990,COK,0.700811773637797,
1991,COK,0.693321007626531,
1992,COK,0.687442713107241,
1993,COK,0.740150307447051,
1994,COK,0.736293611236973,
1995,COK,0.733013814491119,
1996,COK,0.786605236543432,
1997,COK,0.796314202832603,
1998,COK,0.761703872971231,
1999,COK,0.848484848484848,
2000,COK,0.880669308674593,
2001,COK,0.850006538511835,
2002,COK,0.731966994942774,
2003,COK,0.862240498772966,
2004,COK,0.992522993449348,
2005,COK,1.12240855671464,
2006,COK,1.18428844002895,
2007,COK,1.16076610562972,
2008,COK,1.12058768598643,
2009,COK,1.08212095707587,
2010,COK,1.16198001394376,
2011,COK,1.238111317463,
2012,COK,1.27777777777778,
2013,COK,1.28376869837017,
2014,COK,1.2348450830714,
2015,COK,1.24328906470754,
2016,COK,1.13986093696569,
2017,COK,1.26473124461052,
2018,COK,1.27514055526575,
2019,COK,1.34424313267095,
2020,COK,1.05702037700393,
2021,COK,1.11517038876754,
2022,COK,1.10230836368524,
1950,CRI,0.0822362351829809,
1951,CRI,0.0867569142709,
1952,CRI,0.104645159124811,
1953,CRI,0.112589511046653,
1954,CRI,0.102294813652948,
1955,CRI,0.0845209264917054,
1956,CRI,0.113347335736526,
1957,CRI,0.104386209090548,
1958,CRI,0.0974748423024836,
1959,CRI,0.0808903173519746,
1960,CRI,0.0995319029459958,
1961,CRI,0.095979050781513,
1962,CRI,0.103660099914515,
1963,CRI,0.109432041034346,
1964,CRI,0.118638154345223,
1965,CRI,0.144047576282352,
1966,CRI,0.163705503333681,
1967,CRI,0.140017388850284,
1968,CRI,0.16104805623309,
1969,CRI,0.173215458304438,
1970,CRI,0.183649186313546,
1971,CRI,0.218718375862959,
1972,CRI,0.245817682467393,
1973,CRI,0.277981684837332,
1974,CRI,0.252486033203779,
1975,CRI,0.26310345875421,
1976,CRI,0.262136231577612,
1977,CRI,0.319743970130788,
1978,CRI,0.34763716703489,
1979,CRI,0.323081444425957,
1980,CRI,0.276787126041791,
1981,CRI,0.245964534258816,
1982,CRI,0.22155026304982,
1983,CRI,0.217381831085007,
1984,CRI,0.200523757449783,
1985,CRI,0.220830543006369,
1986,CRI,0.2470199426096,
1987,CRI,0.254193113139277,
1988,CRI,0.264238284551476,
1989,CRI,0.26001467266221,
1990,CRI,0.251733077364616,0.44617034248811
1991,CRI,0.277012001571608,0.441455062855241
1992,CRI,0.30742655689122,0.471696034187432
1993,CRI,0.311838079205511,0.462231136235856
1994,CRI,0.40673864640701,0.538008799444194
1995,CRI,0.366724462635603,0.514934353963058
1996,CRI,0.349822541883404,0.492540797535954
1997,CRI,0.358812990998221,0.517456773515728
1998,CRI,0.373819358558988,0.58059730360438
1999,CRI,0.380400624278217,0.673348631112539
2000,CRI,0.369956159055834,0.54822264685241
2001,CRI,0.381561170830813,0.546219404726676
2002,CRI,0.413457790621791,0.697829300928885
2003,CRI,0.428912224747514,0.601640827492459
2004,CRI,0.43906845038805,0.614928619852377
2005,CRI,0.425170948469823,0.602038649461073
2006,CRI,0.436784022580495,0.660194813062566
2007,CRI,0.489342748056215,0.738412106733199
2008,CRI,0.484384654804663,0.766359063210742
2009,CRI,0.463401800728613,0.624971458694639
2010,CRI,0.442411259408184,0.656703225345435
2011,CRI,0.426354978726801,0.715664150585325
